gene	srci	threshold_stability	n_enhancers	n_core_strict	n_regional_strict	n_regional_domains_strict	regional_evidence_strict	domain_diversity_strict	n_q01_enhancers	min_enhancer_q	rna_mean	rna_detected_fraction	srci_rank	confirmed_mixed	threshold_stable_mixed	above_elbow
HSD17B2	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.0010270883	0.0028660760812923396	5750	False	False	False
HSD17B3	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.00027344667	0.0005211047420531526	5751	False	False	False
HSD17B4	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.072480485	0.1387441375716519	5752	False	False	False
HSD17B6	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.001160672	0.003778009379885357	5753	False	False	False
HSD17B8	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.00408722	0.008858780614903595	5754	False	False	False
HSD3B7	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.0012175904	0.0024752475247524753	5755	False	False	False
HSDL1	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.05383145	0.10917144346013549	5756	False	False	False
HSDL2	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.020289842	0.042209484106305366	5757	False	False	False
HSF1	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.037421107	0.07634184471078687	5758	False	False	False
HSF2	0.0	0	17	0	0	0	0.0	0.0	0	1.0	0.029624462	0.06370505471599791	5759	False	False	False
HSF2BP	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.0008260135	0.0014330380406461698	5760	False	False	False
HSF4	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.010806402	0.023058884835852007	5761	False	False	False
HSFX3	0.0	0	14	0	0	0	0.0	0.0	0	1.0	0.00014771638	0.0003908285565398645	5762	False	False	False
HSFX4	0.0	0	18	0	0	0	0.0	0.0	0	1.0	0.0	0.0	5763	False	False	False
HSP90AA1	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.74319434	0.7447889525794684	5764	False	False	False
HSP90B1	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.16199344	0.28895257946847314	5765	False	False	False
HSPA12A	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.059205443	0.11216779572694112	5766	False	False	False
HSPA12B	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.0029242167	0.0054715997915581035	5767	False	False	False
HSPA13	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.05802555	0.11633663366336634	5768	False	False	False
HSPA14	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.018418957	0.038301198540906724	5769	False	False	False
HSPA1B	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.022963323	0.051198540906722254	5770	False	False	False
HSPA1L	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.0042396076	0.011985409067222511	5771	False	False	False
HSPA2	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.0053264606	0.012376237623762377	5772	False	False	False
HSPA4	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.04201157	0.08454924439812403	5773	False	False	False
HSPA4L	0.0	0	14	0	0	0	0.0	0.0	0	1.0	0.026475273	0.05484627410109432	5774	False	False	False
HSPA5	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.12619054	0.22681083897863472	5775	False	False	False
