gene	n_candidate_peaks_tested	n_significant_positive_links	latent_mask_fraction	mask_low_center	mask_high_center	control_p99	n_enhancers_retained	rank_eligible	note	median_difference_structure_score	mean_difference_structure_score	top3_mean_difference_structure_score	max_difference_structure_score	std_difference_structure_score	absolute_divergence_score	absolute_rank
tcf7l1a	72	51	0.20129032258064516	0.07690394492805243	0.25916876967504265	45.08266396506859	51	True		1.0445720821417341	0.9787300180104688	1.702025355812326	1.7463666609447015	0.37446758910091177	1.3075533916099709	127.0
pbx4	69	32	0.44160177975528364	0.1528422809681979	0.36747437869083177	80.47328766750229	32	True		0.9615605832544678	1.0030434404427573	1.822182575762409	1.9950989794143352	0.4992901362340431	1.3058093802576443	128.0
hdlbpa	72	56	0.033904338153503896	0.11806985765863216	0.5406374817640858	170.3994185423254	56	True		0.8605264913477839	0.9562454645506318	1.971919087612454	2.0591941738021036	0.4546491680149522	1.3050835298536518	129.0
fn1a	65	51	0.29708565072302556	0.06368446032797667	0.3240322276285912	166.87008183742591	51	True		1.0496315145834976	1.0655262437850617	1.677702972913468	1.7886777589075995	0.31547993947216896	1.3008600979154858	130.0
meox1	76	63	0.13726362625139044	0.018099887728606965	0.3701337069977897	89.83362307678973	63	True		0.9812740349712986	1.0180673457488074	1.7757944899068772	1.877575898797267	0.3666234123120256	1.29908221694553	131.0
esrra	60	48	0.11528364849833148	0.04241830850138295	0.20141172279181527	16.933712641868738	48	True		1.0702112502723788	1.0060276812641684	1.633001993463975	1.6937684549272296	0.3689786536155402	1.2953275475490171	132.0
fzd8a	77	56	0.04809788654060067	0.02667784109929975	0.36519820817426923	87.59985048536905	56	True		0.9431080166326189	1.016026353191263	1.8168435640449543	1.8670464529090747	0.4676274084260866	1.292602235597553	133.0
wnt11f2	50	33	0.12084538375973304	0.03401426462431346	0.20518368820135346	33.8547551830706	33	True		1.1324351413601854	1.105034067895272	1.5301455265587656	1.5707288886151276	0.2983313792609364	1.2915192954396175	134.0
nrarpa	73	46	0.16338153503893216	0.08402862885556477	0.40302300367043475	65.91762160408419	46	True		0.8936171739819558	0.8972574057812954	1.8831381144226882	2.0064692470500445	0.48783288385483714	1.2894255501582488	135.0
rbm4.3	49	19	0.2675417130144605	0.11215648755930596	0.3862156357560697	88.79171878819167	19	True		1.0258713311258034	0.9962828519673472	1.6841450465143686	1.8238438117714975	0.4715174199406948	1.2891808172812294	136.0
ube2c	34	23	0.07968854282536152	0.03056915737492825	0.16118759746704533	7.129223141023076	23	True		1.1628814408515094	1.1161637620820997	1.4784650338234417	1.5363771177402434	0.28101853366293517	1.2891148780402824	137.0
tmed2	18	12	0.02171301446051168	0.009827288965608348	0.13421740539096547	4.053291733113548	12	True		1.2103335889120814	1.2195005523630025	1.4072633096663187	1.4303874435378787	0.1525327666868066	1.2891054772137762	138.0
zeb2a	51	27	0.062024471635150166	0.02811042480510984	0.18973745846546858	9.007901066700374	27	True		1.064957867349607	1.0797609373332315	1.6153028337415822	1.8926725994870763	0.3005540575754737	1.285095853906397	139.0
pbx1b	44	39	0.036618464961067854	0.031455807482380936	0.3058453838686985	23.648465244278626	39	True		1.117145938233346	1.051394271445627	1.5357727610353937	1.7451676310504665	0.3097765785713104	1.2845966673541651	140.0
tcf7l1b	66	57	0.12484983314794215	0.05091069736216182	0.1942172590736198	48.58099898143847	57	True		0.9531176776265283	0.9784326635207992	1.7807039772706477	1.9092762068764977	0.3837922256363701	1.284152197484176	141.0
mespab	28	20	0.007296996662958843	0.008271626578477048	0.31112368163910203	18.387178360448683	20	True		1.0717449510140307	1.0534359074187556	1.6013352785153439	1.7139432309908644	0.38735841542643445	1.283581082014556	142.0
shha	47	36	0.02028921023359288	0.008667442079691032	0.30312500603510834	66.56745298556055	36	True		0.9459141859521187	1.0524689930168236	1.7896108551697913	1.9323752050609417	0.4109817181461896	1.2833928536391879	143.0
atf6	45	28	0.13886540600667407	0.07913040691642566	0.2581747605468551	17.743687720962978	28	True		1.0350800318883715	1.0184691978521576	1.6556365920874683	1.849720102508416	0.316307658518984	1.28330265596801	144.0
klf17	80	45	0.07604004449388209	0.019456593339251694	0.1339358290112601	7.489203303708038	45	True		1.0600557817334901	1.0511183318375183	1.6158323698227504	1.6887101085272187	0.3043215755823674	1.2823664169691944	145.0
cdt1	38	17	0.19337041156840934	0.08776864347930668	0.28052475177189423	27.730361158777104	17	True		1.068211881633737	1.0638286068450142	1.6026516872749983	1.8235023056692623	0.3579408406798794	1.2819878038902415	146.0
mycn	93	64	0.30335928809788654	0.07109396158262636	0.3633621877968401	90.88513700365382	64	True		0.8828563708000216	0.9276898464235744	1.8796882131973784	1.9649519986219108	0.4501732985015288	1.2815891077589643	147.0
itgb5	61	57	0.07136818687430478	0.043645502778196725	0.19260790886807086	12.281582037270997	57	True		1.1151876229656477	1.0910806123133925	1.5274507803544228	1.6211263246892371	0.25202326578921425	1.2800928859211578	148.0
dact2	56	41	0.29414905450500556	0.05819341386911049	0.3169503731706569	69.6353982229701	41	True		1.0096810070850353	0.9579103464574062	1.6842361370376986	1.9747475254202576	0.3885225985272995	1.2795030590661005	149.0
irx5a	68	57	0.07203559510567296	0.029679286191590402	0.29326927245478507	27.794625268556775	57	True		0.9734520739999859	0.9652948368606594	1.7323705718820364	1.8898337469205317	0.38240770364081844	1.277019473152806	150.0
usf1	26	16	0.04591768631813126	0.022402971326734692	0.12441396125727375	5.444078341771322	16	True		1.1435974655057364	1.1760705948283698	1.47521278257351	1.609989685937961	0.2270388755807555	1.276243592332846	151.0
ephb3a	46	36	0.13414905450500555	0.04399948591240767	0.24002879207308517	64.64245899087642	36	True		1.0422409730040374	0.9709682353034074	1.6262721909579263	1.66274433065229	0.3809598621770423	1.2758534601855929	152.0
meis3	31	26	0.09490545050055617	0.01937582114112279	0.2837687113320329	59.873402481504414	26	True		0.9731836525845635	1.0482539680017797	1.7184648814244612	1.7815957368473965	0.46078477263506584	1.2712961441205226	153.0
lhfpl6	46	39	0.10420467185761957	0.018447924601308726	0.16348655385447167	15.411185030585829	39	True		1.0680184527012497	1.0341421082555042	1.575061061947549	1.6805815040854777	0.325745190244393	1.2708354963997694	154.0
tbx16l	58	45	0.08876529477196886	0.01216413128137214	0.41334810133197347	109.79362319452491	45	True		0.9118275150685411	0.9885379693022538	1.8018451067409629	1.8448905077495026	0.39802330065488056	1.2678345517375098	155.0
arl6ip5a	66	33	0.02518353726362625	0.013183692409365804	0.14025321917165828	5.355993588589312	33	True		1.1573389451984792	1.0830508035384705	1.4322919998280224	1.4527524104356344	0.24262069631863795	1.2673201670502965	156.0
gapdh	30	20	0.005472747497219132	0.015545850635036279	0.15860207055974876	19.309850685641102	20	True		1.1175998560514606	1.07285735171343	1.4904146488796022	1.5038369496394024	0.31845458537834753	1.266725773182717	157.0
lratb.1	43	32	0.027808676307007785	0.014881064893981742	0.14471582087036378	6.584328410784451	32	True		1.1263398644936595	1.167672911083192	1.4755618380652997	1.5098739696349777	0.1960811111237482	1.2660286539223158	158.0
six4a	55	42	0.1532814238042269	0.018702159828158864	0.2473023789870587	20.549923067706803	42	True		0.9430924449064838	1.0135821502369506	1.7474852091834663	1.9020925068348844	0.365960357680124	1.2648495506172768	159.0
hells	52	26	0.04983314794215795	0.012363330167648474	0.10090629565515322	5.662861487293304	26	True		1.1684436263672606	1.1502454637128912	1.4039298202497648	1.4674122362146702	0.19745580839118346	1.2626381039202623	160.0
hoxb1b	58	47	0.17739710789766408	0.01614677679304293	0.11981634962476322	30.932841193970873	47	True		0.9183686388583346	0.9439753719117469	1.7737279217132924	1.9325667569659217	0.44615296963653467	1.2605123520003176	161.0
prickle1b	86	67	0.22767519466073416	0.03237341297235559	0.22058560574175975	59.284136050344614	67	True		1.0011733284466415	0.9549726876002367	1.648781533021097	1.708753718259345	0.3689483338297541	1.2602166102764238	162.0
sox17	41	26	0.0040489432703003335	0.005941753149524629	0.10651079420265745	8.51136220969978	26	True		1.2161379429546937	1.201810610350982	1.3235191847504666	1.3410350318278736	0.07866411730850748	1.259090439673003	163.0
zic2b	59	43	0.12222469410456062	0.040092781976881764	0.29912097791967285	138.53952550163237	43	True		0.8807307732614684	0.9464587415014638	1.8249477521214388	1.9391702601535736	0.43945270765444217	1.2584175648054565	164.0
foxa3	56	45	0.03150166852057842	0.019090427139197248	0.3622570092430856	83.99313753007218	45	True		0.8164963641535465	0.9312037940734215	1.9210733585343425	1.9947888421557065	0.49960685192419757	1.258327161905865	165.0
foxd3	69	51	0.01610678531701891	0.02325767771057745	0.4297602906477479	44.477398175026885	51	True		0.9661656544907858	0.9929631850509777	1.6953749800466662	1.872257433891452	0.37632968401173805	1.257849384713138	166.0
f11r.1	38	20	0.09957730812013348	0.023922754729553408	0.1097212351662832	12.212272979098472	20	True		1.020760397707038	1.0539018252957395	1.612984993334709	1.6355444104289394	0.43413820788295854	1.2576502359581063	167.0
prox1a	62	48	0.005161290322580645	0.014286450403104374	0.2663972202504856	65.11285754150218	48	True		0.9621673972210304	0.9743456040398688	1.6944220338852967	1.7744503913259309	0.3103804729410514	1.255069251886737	168.0
twist2	35	24	0.0067630700778642935	0.012245657186996852	0.4581912354509734	74.46710574007778	24	True		0.8888375269287566	1.047149561700235	1.795515561376371	1.930350097497043	0.46429041256220976	1.2515087407078025	169.0
mgst3b	30	24	0.0828476084538376	0.017128017218900293	0.12784567482639778	7.2761464538781	24	True		1.1635229351200658	1.1160680410509165	1.3786550669263875	1.4309612318289933	0.20479548643506668	1.2495757878425944	170.0
si:ch211-114n24.6	44	24	0.02838709677419355	0.008433441018002556	0.14189816405137162	4.849014606960936	24	True		1.1440984036035147	1.1378818684216594	1.406348506648875	1.4729846197289926	0.17626668554223807	1.248998444821659	171.0
akap12b	87	53	0.18193548387096775	0.09725213638213126	0.31031098985652283	95.81221366715214	53	True		0.9302421772011291	0.9337910410021705	1.7267062757712577	1.8087871469990728	0.4073975514867262	1.2488278166291806	172.0
meis2a	78	56	0.1660511679644049	0.030856076140288954	0.28522266540674873	43.12996184251997	56	True		0.9087310943928582	0.9168310746357227	1.7579676886455566	1.8396249527568442	0.37741214694261127	1.2484257320939376	173.0
foxp2	32	21	0.1117686318131257	0.03923927982125924	0.21224554232124865	12.345605803364741	21	True		1.0834294261930213	1.0790919987862166	1.492161067465216	1.5591139059328878	0.28630467973539203	1.2469220827018992	174.0
clic4	72	41	0.2660734149054505	0.06682450875389874	0.27886915373351506	22.06934219163343	41	True		1.0302177781073831	0.9561186533065117	1.5707152578190515	1.7316863973220296	0.36123301699373783	1.2464167699920505	175.0
prmt1	68	45	0.46051167964404893	0.11118923614136939	0.2911683174663557	34.238349097913975	45	True		0.8530620710178203	0.9503324004689658	1.8360630822451756	1.8759141683094311	0.4278960394072722	1.2462624755087623	176.0
mcm4	43	12	0.31408231368186873	0.08897973147277065	0.28577402468467356	114.63437073715376	12	True		1.033758181049925	1.0746983031644937	1.5621813544530943	1.7115989693696516	0.38095664249506833	1.2451274504111929	177.0
hivep2a	59	54	0.07150166852057842	0.023832683237814824	0.1948059153000102	7.609764664559185	54	True		1.0914966663187295	1.0755488772853121	1.4753728553342642	1.4872426881648602	0.19651830277374766	1.2450471419249434	178.0
krt99	52	47	0.019087875417130144	0.012183179695866284	0.221276000868678	118.34913347002369	47	True		1.0065972565712182	1.0198885605772379	1.602598848161664	1.6650201774593916	0.3389769766428305	1.2449978932073966	179.0
apex1	36	22	0.011612903225806452	0.008976085914285314	0.16050983796938637	4.953810954261324	22	True		1.167375131900004	1.111872149523226	1.360601604552795	1.3825058527044676	0.1948681960121832	1.2446657209611205	180.0
zgc:113372	30	26	0.026696329254727477	0.006837953125345579	0.16054409163190145	5.778222488258972	26	True		1.1949064280622284	1.1590234299118967	1.3192882502134478	1.3222207250320592	0.14713437055419595	1.2446591569227161	181.0
fezf2	34	26	0.03848720800889878	0.007014329498489616	0.31738000948182626	46.62351237154326	26	True		0.827866092198412	0.8850045070813011	1.8674712490869947	1.9932266259321767	0.4684619438417453	1.2437081549538451	182.0
aplnrb	54	30	0.03114571746384872	0.01832466939336542	0.17246597102759076	5.29141474454401	30	True		1.143360968944744	1.110525228580514	1.3926545943601525	1.4363836135277048	0.18324236858593917	1.2430784191109074	183.0
mcm7	114	47	0.4088542825361513	0.12078659939217005	0.33763661284246965	87.3219504778543	47	True		0.9006785754976582	0.9095747737352057	1.7482648385432327	1.8618775943013257	0.43793646707835854	1.239713080715888	184.0
zc4h2	57	38	0.09472747497219132	0.025395622344221998	0.13052790178127202	8.690382731111422	38	True		1.0196022232738504	1.0440776272192835	1.5644063156415218	1.6117109162721623	0.3166589285040717	1.2375238602209189	185.0
cdkn1ca	65	44	0.03141268075639599	0.059642555921377745	0.31932140812351606	45.05259938837921	44	True		0.85980685146514	0.8459020438851875	1.803880767692867	2.0666701080879983	0.4264459576447004	1.2374364179562307	186.0
zmp:0000000624	44	24	0.1606674082313682	0.02045084284408623	0.06978261035613575	10.057018921890991	24	True		1.0060912572611498	1.1096197104893148	1.576587465571065	1.6347716340263558	0.27022624653712196	1.2342897405851159	187.0
cdc42ep4a	59	44	0.057664071190211344	0.021325164586490992	0.1873689981090517	6.570394925721123	44	True		1.0820627723792606	1.104746246069052	1.4603786406571866	1.507071986494643	0.20709950947863795	1.2333891196904312	188.0
notch1a	64	54	0.3495884315906563	0.07735718667249404	0.29999817930533423	53.809462324161245	54	True		0.9280611943688603	0.9548693765474684	1.6892499289909253	1.7072084710095385	0.4118581594867404	1.2325366882176865	189.0
krt4	65	51	0.08600667408231367	0.03348780618481406	0.26688059235793693	208.97946323438478	51	True		0.9130926914137171	0.9118074733723482	1.7111348560280375	1.8012441393730223	0.4008834967754141	1.2323095572594451	190.0
cenpf	39	31	0.2303893214682981	0.05496514882693136	0.2177207355628188	15.593386879304191	31	True		0.9495399755266392	0.9745883678411905	1.6537362281217411	1.6909622631828645	0.35094004259875317	1.2312184765646799	191.0
dharma	52	47	0.025984427141268075	0.005729695870882655	0.08530105362324299	6.801916047484836	47	True		1.0865001423283176	1.0880848446247624	1.4482574601902545	1.4629174784112544	0.1928097898244649	1.2312030694730924	192.0
kmt2bb	38	17	0.11279199110122358	0.029655406794730017	0.1461324239948129	6.409784726083593	17	True		1.1231480352615049	1.0640892185448632	1.392455929019109	1.438289133474463	0.2629248964981666	1.2308711927645466	193.0
h1-0	44	26	0.025050055617352615	0.03392524242073959	0.16855959440229884	42.26681770154694	26	True		1.0252202214785668	1.0217743409249385	1.5324650866494522	1.707512897338805	0.29216463635843853	1.228118167546921	194.0
rbbp4	50	28	0.43688542825361515	0.11862930765565266	0.3055193194551431	30.331	28	True		1.0935883202267276	0.9982209974222481	1.4263717950567403	1.4839103421289708	0.30931746344635697	1.2267017101587325	195.0
gpr137bb	56	21	0.11159065628476085	0.03296254795187857	0.17775688084265268	9.154766418877434	21	True		1.0593952396272237	1.0347372007000826	1.4763325528004245	1.6139307701803365	0.25789903709749207	1.226170164896504	196.0
epha2a	67	48	0.08560622914349277	0.03773957899545262	0.3371925026765029	160.63744714500115	48	True		0.8858844850880452	0.9018277828876721	1.7288051680622065	1.8075141033106141	0.41649957660789994	1.2230527582777098	197.0
irf2a	41	35	0.03670745272525028	0.01083773769200481	0.13383569670688938	4.891121920129509	35	True		1.13244268328781	1.088425671623084	1.3559037538918635	1.4527475176268982	0.18939908552063503	1.2218271115294315	198.0
rrm2	41	14	0.17704115684093438	0.11882093864211082	0.3566273094079355	35.76300483529489	14	True		1.0686765676710839	1.01936157027764	1.44865294231073	1.5423972139869753	0.316234258351245	1.2206671175269423	199.0
tcf7	62	47	0.18803114571746385	0.0435388010469481	0.1768468833041898	26.617253450578662	47	True		0.9978493458561987	0.9673368619172714	1.5535271953160352	1.6590929478176946	0.33694825287959607	1.2201204856401333	200.0
nkx2.5	62	44	0.04404894327030033	0.008074251978162875	0.09184151976826938	5.246477834782235	44	True		1.10683814345133	1.073296395952724	1.389275380082882	1.445043488727027	0.21483261637930368	1.219813038103951	201.0
bhlha15	45	37	0.012547274749721914	0.013781347653967574	0.4758658294579722	21.929816210468232	37	True		1.037388094662447	0.9904945866412274	1.4887837210167765	1.5581635456443463	0.3449313756855181	1.2179463452041788	202.0
snai2	29	23	0.04800889877641824	0.025108379488193375	0.2445563257338494	48.722284711337586	23	True		0.9483661058056225	0.9394629025323065	1.6217342863873494	1.787711426432739	0.3406107930147464	1.2177133780383134	203.0
irx1b	60	49	0.11167964404894327	0.016164727105542388	0.2539710128062143	91.10675224803538	49	True		0.8735416914842544	0.9486780049438366	1.7320773622333911	1.9221031204113832	0.3617316280915624	1.2169559597839092	204.0
cldnd	63	48	0.05245828698553949	0.012435898665317654	0.10898908899907041	6.799395170545839	48	True		1.070900496198874	1.0681060930917097	1.4339278301968992	1.4830791229683524	0.21561276324097883	1.216111429798084	205.0
jcada	51	44	0.09672969966629588	0.020074804148571466	0.22082638755207412	27.74908825265632	44	True		1.0164498874023895	1.0443513187171343	1.5129350511177784	1.724651764678333	0.26690473900055367	1.215043952888545	206.0
rpl38	40	28	0.11991101223581757	0.027114767076492	0.13860726118277228	7.52544228742738	28	True		1.037731318053578	0.9770690963115632	1.4758129009132996	1.5614143717650508	0.31309411444864765	1.2129639511974668	207.0
dbx1a	52	42	0.0037374860956618464	0.005921146729535823	0.34531630248298867	51.1237710192436	42	True		0.7551321802087747	0.9106867279938674	1.8989299218369329	2.010877502056994	0.45790931403897345	1.212651276860038	208.0
mcm2	45	18	0.34100111234705227	0.09148144536005826	0.32449904139832425	66.50125443350285	18	True		0.9608737925748048	0.9444405279304541	1.5818557724800442	1.7500416538976284	0.4137797178850741	1.2092665845369006	209.0
sall3b	44	38	0.024160177975528364	0.012629073813812395	0.2340154195263699	27.144142504885618	38	True		0.9082146321448202	0.9230103721267016	1.658279759677933	1.7365364853928174	0.3648686189916751	1.2082406831580652	210.0
cnn3a	50	33	0.07016685205784205	0.02579931811470754	0.15512662072738823	24.28644567753268	33	True		0.9733865091537612	0.9444731835126791	1.55754553780905	1.7510094786409502	0.3337834344040688	1.2070501206158766	211.0
alcamb	54	33	0.24373748609566184	0.10138399711348227	0.3129402447005961	49.88452134925279	33	True		0.8417161883306773	0.9177261928533272	1.7266556513379194	1.8663041811240204	0.39246988432950314	1.1956919735335743	212.0
msx1b	52	47	0.11163515016685206	0.021356984914752707	0.2930051099799089	94.07732358293227	47	True		0.8941380747430925	0.9231761172364831	1.6453276842232203	1.681535701787494	0.3969292118195822	1.1946139185351436	213.0
foxa2	64	57	0.014327030033370412	0.010651613600656428	0.2629485407043143	66.98309535546359	57	True		0.8318969326408946	0.863609233854361	1.737611864325677	1.7841249042902707	0.4239157658766983	1.1941829053148076	214.0
myod1	62	49	0.00925472747497219	0.008795008327002628	0.4410156247395565	146.44220297401523	49	True		0.8163984628035127	0.8708522016180409	1.7596018264446478	1.8377957327205827	0.39915016496580596	1.1936798082599667	215.0
ccne2	50	34	0.007919911012235818	0.010593179287288857	0.14212952715509	8.218981328374582	34	True		1.1046176246170805	1.0544495899366293	1.3271894378275366	1.3558557355569931	0.20772437331796634	1.1936463499012628	216.0
tmed10	39	31	0.08680756395995551	0.044377209650220066	0.17075600446884331	13.611739931613561	31	True		0.8858271358770179	0.9935141016780861	1.6510243184262794	1.7379897420684034	0.3770085452876772	1.1919060088967226	217.0
ypel3	48	27	0.07448275862068965	0.02724455430901924	0.14581254228588758	7.1910976499781025	27	True		1.0329303812649928	1.0317382804608355	1.4290993270069816	1.4532794953373105	0.2681786121763724	1.1913979595617883	218.0
foxp1b	44	31	0.0792436040044494	0.03223469289540906	0.1497095541453281	29.163100138373032	31	True		1.001622290221162	0.9888378538412546	1.4752924887791143	1.6422139481473799	0.31895762598693944	1.191090369644343	219.0
spon1b	27	26	0.020022246941045607	0.010998478998200212	0.15405746826122188	24.353268697321568	26	True		1.0202851681619962	1.0340135820624836	1.4406015379284238	1.6080988608243554	0.24529163402179754	1.1884117160685674	220.0
ednraa	34	31	0.017130144605116797	0.009194551925951795	0.11710316111932223	9.692046586989925	31	True		1.0921087900120474	1.0864940849660232	1.327430815836527	1.3656286760826812	0.1618031156449994	1.1862376003418391	221.0
nckap5l	69	26	0.27737486095661845	0.10971223629310237	0.25419020562078654	18.189387090406633	26	True		0.8142638247713583	0.9018552887077381	1.7421258275125118	1.9957392201585613	0.4591205930103374	1.1854086258678196	222.0
mycb	57	29	0.0031590656284760845	0.001275044566330049	0.07514824142240564	4.930401262816352	29	True		1.0750955027484101	1.1008646225054681	1.3490055470831788	1.4117823091963575	0.1286657699485541	1.1846595204823176	223.0
klf3	64	63	0.033014460511679646	0.01821710516932019	0.20829968394809042	9.839942011487492	63	True		0.9390134413243464	0.9918549599285518	1.5509769272291791	1.591347840012891	0.29393706013245396	1.1837988356862796	224.0
cst3	73	45	0.00596218020022247	0.014664185349074628	0.1679494951419613	33.30462938849957	45	True		0.9882035850311889	1.0160492372496217	1.4748567754880977	1.5043871381916138	0.2625426786879602	1.1828648612139525	225.0
rreb1a	79	53	0.17228031145717465	0.09684480195976225	0.2955907263759048	25.070459813301404	53	True		0.8585889234492418	0.8595025960097137	1.6675877528871856	1.9857318050025545	0.4075734018189443	1.1821884552244193	226.0
coq10b	42	39	0.028921023359288096	0.008428057136120829	0.10360207094319743	5.974166153763685	39	True		1.0500106071539062	1.0694093358355776	1.3769217052353893	1.4396651313542683	0.18935816000590072	1.1807750463864994	227.0
si:ch211-113a14.18	47	31	0.09263626251390433	0.02421578825377488	0.15963742333443037	7.189913005796748	31	True		1.0038268685405247	1.0318453688735851	1.4423912700929378	1.4880196224288718	0.24034737792316097	1.17925262916149	228.0
znfl2a	98	58	0.1631590656284761	0.06472703763082358	0.31239149994248044	46.68173067325032	58	True		0.8737533606822028	0.919771150207583	1.6373996164144493	1.824975227856788	0.3648897371503663	1.1792118629751014	229.0
dscc1	27	20	0.025228031145717464	0.014040101488636462	0.1591434406056787	5.075751659508004	20	True		1.0485047114491772	1.0332365851643943	1.374711442059013	1.4309980701419303	0.24784068596649922	1.1789874036931116	230.0
her12	43	26	0.07862068965517241	0.02417204233415727	0.21279091225175864	21.62699291590614	26	True		0.8875125991315317	1.011508573596313	1.610616709777819	1.6967184954955596	0.37268932610069344	1.1767542433900466	231.0
snrpg	38	15	0.08413793103448276	0.01968494562055555	0.09459167376986807	6.887249272706816	15	True		1.0883422648901084	1.0990442606499866	1.303723878658069	1.3634747188476581	0.17047854222766098	1.1744949103972928	232.0
vox	45	41	0.03038932146829811	0.009281971321419932	0.19201885439054237	5.3765907459867845	41	True		1.1047610191546136	1.1164370598084745	1.27892996245161	1.301748314034683	0.08997159599206395	1.1744285964734122	233.0
her9	95	66	0.1221357063403782	0.03367805912668359	0.2513830025360938	103.78249329474791	66	True		0.789848313490478	0.8296777655556601	1.742665146528422	1.9114288356242362	0.37039707757685797	1.1709750467056557	234.0
elob	40	25	0.06509454949944382	0.01997476642136763	0.16505437416062177	7.836310117376108	25	True		1.0179417189861546	1.0319266496405262	1.399953335197611	1.5250885474043427	0.21517119909424512	1.170746365470737	235.0
otx1	104	86	0.13192436040044495	0.01337505035971295	0.21621662181606693	35.84728354218215	86	True		0.8796702843908879	0.8836099347809075	1.6041781042729901	1.6945943334282914	0.3557256844382935	1.169473412343729	236.0
mycla	56	23	0.2933036707452725	0.06385266928025966	0.24747698586324102	16.104542698199264	23	True		0.9942753140488028	0.9387839646669799	1.427810229393091	1.4437003678225877	0.34945641706947306	1.1676892801865182	237.0
ackr3b	55	35	0.030834260289210234	0.03828402879459471	0.26309658583618023	46.14031616894847	35	True		0.9165909115378461	0.886892066760857	1.5423829766045227	1.6181866073658309	0.3333308718030322	1.1669077375645167	238.0
cth1	38	25	0.0657174638487208	0.021532368442005668	0.12420062785753616	7.372963151719577	25	True		0.9173326129814555	0.9592027023350937	1.5394296203071927	1.6063102353985284	0.3150670606139197	1.1661714159117504	239.0
helb	75	50	0.10020022246941046	0.04836659679022958	0.17022677749784032	9.568577404420177	50	True		0.9050412807180024	0.935112397119957	1.5509654062736022	1.564173146366151	0.2995585400572905	1.1634109309402423	240.0
pcdh8	31	29	0.10420467185761957	0.018181308045611168	0.2387247399274523	37.28437398066934	29	True		0.9532093540778926	0.9386134734533599	1.4767801345832758	1.613979937752314	0.2971116528592577	1.162637666280046	241.0
ndr2	41	33	0.018687430478309234	0.00956669818653905	0.11293908852989144	16.7232068017863	33	True		0.9488933735833172	0.9914016527725811	1.4797262314151036	1.558666623847698	0.272646653441427	1.1612265167160318	242.0
fscn1a	83	47	0.1397107897664071	0.03627462640293274	0.2428287066746524	135.6420418312395	47	True		0.8747385129518678	0.8420075927849788	1.5869595678432693	1.8254840187354022	0.3997340680337432	1.1596269349084283	243.0
zswim5	77	54	0.2463626251390434	0.09132021675968952	0.21737770556581887	49.38018841155437	54	True		0.6689661587462408	0.7746948681241819	1.8924883395286276	2.2993559289220724	0.42237768320814184	1.1583750310591956	244.0
PCDH8	35	28	0.003203559510567297	0.003703358487453788	0.10383923888398149	13.528323086776723	28	True		1.0752967572549537	1.102935756094935	1.2794599349512412	1.3265959096782483	0.09822155454249461	1.1569620283334685	245.0
tcf3b	82	55	0.3068743047830923	0.16265816539381184	0.3507359345594068	73.72301831051374	55	True		0.9142115326351113	0.9098992891613321	1.5204986967554797	1.6152990056614063	0.3494408161637238	1.1567263982832587	246.0
klf2a	47	39	0.00832035595105673	0.01481065965077098	0.22848173337341024	26.372778277693516	39	True		0.8498612932278292	0.8892949205190482	1.6150335866275738	1.7657032474878422	0.34942721834336093	1.155930210587727	247.0
sp5a	57	50	0.0267853170189099	0.006271127209482068	0.08774965576752945	4.4913485905538115	50	True		1.0496803124124177	1.0481604046020112	1.3108430661031971	1.3953791629367402	0.1544992479031176	1.1541454138887295	248.0
her7	37	34	0.07354838709677419	0.014207412460989216	0.25615989955074664	13.302994164516523	34	True		0.8374843507868772	0.956954288514446	1.6281756244286232	1.8340003487431864	0.3703141527951199	1.1537608602435756	249.0
dync1li1	22	10	0.07323692992213571	0.03793611647623826	0.2068135651548353	7.7872899800049105	10	True		1.0419685368557776	0.9848901712624791	1.3204811066054627	1.4321140260457228	0.3112611779398293	1.1533735647556518	250.0
pax3a	64	50	0.07959955506117909	0.01816215406091479	0.20555760235737044	103.6391950116092	50	True		0.9120876044376502	0.9267476756466457	1.5118182671612495	1.5294949029147107	0.35257111551964626	1.15197986952709	251.0
si:dkey-66i24.9	41	12	0.19657397107897664	0.06461146252263977	0.20153448488466805	10.255550127941934	12	True		0.9964833632776979	1.0004894577798955	1.383833562438319	1.4592845102706893	0.2742551232938683	1.1514234429419463	252.0
rfx2	83	50	0.13183537263626252	0.07410356577628356	0.23465530589650088	29.512702479160364	50	True		0.842755309538602	0.8984256297535319	1.612408422517879	1.6758598979467605	0.408609442123207	1.1506165547303129	253.0
msx3	56	39	0.027452725250278087	0.017443053526477455	0.2719476783180102	42.86869012576936	39	True		0.8924995836891666	0.9254157587441185	1.5376260653667073	1.755502867864501	0.3436457272498405	1.1505501763601829	254.0
hoxb8a	86	72	0.05014460511679644	0.017403287772179442	0.129434489290928	9.041395943916497	72	True		0.923684306747944	0.956534961038106	1.4886903052909861	1.5708907903367768	0.22034086184497023	1.1496867061651608	255.0
vent	41	33	0.06758620689655172	0.015962739450098653	0.2921218746002929	13.8827755416463	33	True		0.8777823718059765	0.8910003756532878	1.5557174986495597	1.6573587993645764	0.31110160080670424	1.1489564225434097	256.0
pdap1a	55	33	0.07795328142380423	0.015113444275322923	0.13178702190006325	5.344637442666512	33	True		1.0594950959649267	1.0327421705681354	1.2819842690791994	1.291832038963794	0.15541370592943796	1.1484907652106358	257.0
