gene	n_candidate_peaks_tested	n_significant_positive_links	latent_mask_fraction	mask_low_center	mask_high_center	control_p99	n_enhancers_retained	rank_eligible	note	median_difference_structure_score	mean_difference_structure_score	top3_mean_difference_structure_score	max_difference_structure_score	std_difference_structure_score	absolute_divergence_score	absolute_rank
rxraa	74	69	0.030344827586206897	0.015224974430345673	0.17118925874622382	16.181190524961206	69	True		0.6800843943062433	0.7369774890772287	1.341296783354523	1.435750645011719	0.23915382326450998	0.9445693499255552	389.0
dld	68	61	0.13094549499443828	0.03141689719316894	0.3190846750124321	67.53179573510207	61	True		0.634305053667736	0.6983560897283488	1.4054129231124648	1.4576437713570607	0.3139109351475245	0.9427482014456275	390.0
gbx1	43	38	0.0432035595105673	0.010546481062527126	0.1317650170929043	27.78408338168911	38	True		0.6617732509597001	0.7202120667249765	1.3632462450596199	1.6654214709314024	0.252340802581799	0.942362448599668	391.0
her1	37	32	0.0707007786429366	0.016664887174858863	0.29994417880618984	51.32780155312004	32	True		0.6787975864648389	0.7576896579924421	1.336259234156784	1.421038310337818	0.30031777476083404	0.9417822455416169	392.0
lmo4a	65	49	0.06060066740823137	0.04258341020453318	0.28298883815632464	39.96827415930567	49	True		0.6313524892639348	0.7119860438888237	1.4022920787710482	1.5192285567539865	0.3208094209251885	0.9397283250667803	393.0
znf185	51	34	0.0546384872080089	0.011327800008532377	0.20158982763298855	61.33734871224983	34	True		0.7770601721199226	0.7687827241035654	1.1708859041572224	1.351450902250924	0.2137677620141208	0.9345904649348424	394.0
pax2a	66	57	0.024115684093437152	0.011458525762052535	0.28274462663162514	30.01111605597335	57	True		0.6090777227719475	0.6863214709020397	1.4216145515636878	1.5600179300666845	0.3027335428505229	0.9340924542886435	395.0
six3b	76	60	0.054505005561735265	0.020398196656931544	0.22918054762168624	18.598110865178256	60	True		0.6581716168594162	0.7182739342788313	1.3270042012188494	1.5648035240162952	0.2614850195423062	0.9257046506031895	396.0
emx2	54	48	0.02135706340378198	0.02198507368148995	0.2668279806446684	18.591634616723518	48	True		0.7292240976394251	0.7455572479068487	1.2112043672952222	1.2744193341688692	0.216948848439029	0.9220162055017439	397.0
mdm2	22	19	0.018687430478309234	0.029073720505968372	0.1424046810870563	9.735878593180502	19	True		0.7425944770402543	0.7755538984303123	1.1886816176828523	1.2056779883078654	0.24071597883803653	0.9210293332972935	398.0
rasl11b	43	22	0.060689655172413794	0.03805963876186076	0.19695407661307265	16.711754258975525	22	True		0.7298959431708844	0.7551731466831897	1.1989117130297824	1.4141905527433762	0.2507668714342786	0.9175022511144435	399.0
nip7	36	25	0.05094549499443826	0.007149797018504594	0.07433647566365324	4.780823365551004	25	True		0.7661627222203367	0.7725694877538897	1.1427920219915213	1.2086454598776224	0.21290089108983748	0.9168144421288105	400.0
uncx4.1	47	39	0.014015572858731925	0.009218078730835737	0.40309241527929907	69.70117735434856	39	True		0.6504156443727844	0.7222101149201023	1.31516331472753	1.4115471530669592	0.27030323254179156	0.9163147125146827	401.0
aplnra	67	48	0.039866518353726364	0.03223458146234004	0.2703835224305737	61.435652202620304	48	True		0.6695257676393391	0.7170735119815524	1.282070362562964	1.3557342007772974	0.27236951601477716	0.914543605608789	402.0
nog1	40	32	0.022068965517241378	0.024795338275771246	0.26571686832138336	31.509691518483795	32	True		0.6475332887832541	0.7134100599536064	1.3040075141986278	1.3667479870240857	0.29103300610087196	0.9101229789494036	403.0
grhl2b	52	41	0.03924360400444939	0.025359919348478716	0.25787214955592863	70.73382870107774	41	True		0.4785785265318737	0.6113194346337912	1.5330103886497497	1.6816988058813578	0.3714453522269287	0.9003512713790242	404.0
arl4ab	62	55	0.021134593993325918	0.01709595075812047	0.18151264641625392	18.68955826751781	55	True		0.6785704857318138	0.7459509662036636	1.2281466247240036	1.2481757453508795	0.22507207395153395	0.8984009413286898	405.0
gli1	82	65	0.15319243604004448	0.031335001398920766	0.23486107859150868	24.544495107885698	65	True		0.6062165193604241	0.6323696019405443	1.3328267344439404	1.7437755598586424	0.2746024919722481	0.8968606053938306	406.0
foxh1	46	34	0.017975528364849832	0.00854611221736194	0.21703613858019863	17.559198690351675	34	True		0.6461964937871283	0.6752097717897212	1.2610302052875595	1.365360725945465	0.2805372016893158	0.8921299783873009	407.0
fzd7b	56	48	0.09437152391546162	0.03155023570994085	0.1521635595778987	7.339539697076813	48	True		0.6566042763200985	0.7094301117783482	1.2349054246011937	1.3727604789789831	0.19415474071250388	0.8879247356325366	408.0
clocka	36	29	0.0728364849833148	0.025521018002248392	0.1777495952229673	5.847113320121663	29	True		0.6482761454583079	0.7539861617779419	1.2329958218278698	1.2973114641018806	0.23439373671080202	0.8821640160061327	409.0
irx3a	80	62	0.05112347052280312	0.01785621038181958	0.16394918170488526	7.730492895508044	62	True		0.7154834132614383	0.7531762028276929	1.1319618204070119	1.1635928591635336	0.1551771018409693	0.8820747761196677	410.0
etv4	81	60	0.23030033370411568	0.056755696221769576	0.2748730302349116	52.6488562434035	60	True		0.6694693514989496	0.6593308795039917	1.2002795855415291	1.2896537654767792	0.22632820347054008	0.8817934451159815	411.0
mych	74	58	0.2785761957730812	0.08914767874589553	0.30790845994437765	82.07135171806122	58	True		0.5645906287446225	0.6062069064682147	1.341199508704577	1.4379053967180184	0.27946478851976714	0.8752341807286043	412.0
kdrl	80	67	0.012992213570634037	0.010311894245372362	0.0912492592771649	13.727474333623332	67	True		0.5898372343825242	0.659486750992114	1.293677732854938	1.3841173465277474	0.25518176716811	0.8713734337714898	413.0
ppan	61	36	0.17263626251390435	0.04787240740715156	0.2099420491273749	9.975316471820646	36	True		0.6805037584157452	0.682937283369318	1.1357336704032652	1.1623508893585928	0.2292984641917612	0.8625957232107533	414.0
zeb1a	45	26	0.15666295884315906	0.037559387921578063	0.1685662083593522	12.044475330090341	26	True		0.7346945210110485	0.728468617613228	1.054296030059344	1.1670689190641308	0.19465517785803	0.8625351246303667	415.0
lbx2	69	57	0.009121245828698554	0.014991281293684147	0.3257545178993798	61.853964600292514	57	True		0.6199410289474901	0.6409834037332671	1.1974626858676782	1.2903346170234276	0.21468715769598135	0.8509496917155654	416.0
sox13	54	36	0.1653837597330367	0.02589714094016855	0.2343577113092206	32.22566586095916	36	True		0.680385061094411	0.6807521515318883	1.1044604114239258	1.1296936414915615	0.2605273254257113	0.850015201226217	417.0
her2	77	60	0.038131256952169075	0.018829743920765498	0.10594629126030902	8.655875695935617	60	True		0.5791433536393736	0.6242743102187827	1.247210620961752	1.3011088757867417	0.20994570476709148	0.846370260568325	418.0
vsx2	41	29	0.017352614015572858	0.0059509093195297715	0.09716437995586985	7.800623960550936	29	True		0.7092435644960692	0.7127594130113608	1.0480289752478276	1.1058450439649388	0.15251992559065528	0.8447577287967726	419.0
meis1b	108	79	0.36471635150166853	0.0723114865835366	0.2920223870906636	66.23798805285587	79	True		0.6228510556906098	0.6348445585279221	1.160085254804495	1.212893569590631	0.23895439346508576	0.837744735336164	420.0
efnb2b	61	39	0.28440489432703003	0.04285827067655231	0.25161492278210834	26.259016916517677	39	True		0.6260204902446236	0.627872257744312	1.1456177576682751	1.4516519876408596	0.2587864692387962	0.8338593972140842	421.0
axin2	65	56	0.1274304783092325	0.022510456916776386	0.15186137666881813	9.004582527105628	56	True		0.6344327784970347	0.6396519905191715	1.126653430679036	1.2420336107477847	0.22238805237660744	0.8313210393698351	422.0
C7H16orf87	48	38	0.05112347052280312	0.01332052906882741	0.11245637330871958	5.117636016278149	38	True		0.7656242120893955	0.747909354306419	0.9292412292743473	0.9790863386591258	0.11745375514509714	0.8310710189633762	423.0
rrp8	26	19	0.060511679644048945	0.010837817903576444	0.10159335325308458	5.5779244439412015	19	True		0.7662365041662069	0.7850296576755236	0.9258556418828431	0.9342692049718025	0.10491084604253798	0.8300841592528614	424.0
dynll1	48	30	0.04880978865406007	0.013173293623731023	0.08058681717791162	21.669455836575874	30	True		0.7096921669930454	0.6608403791791866	1.009305855783049	1.1280164925305782	0.20217747174156905	0.8295376425090468	425.0
unc5b	62	41	0.2049833147942158	0.0410252340052668	0.19982676465064286	51.39812766655724	41	True		0.6552376277044593	0.6760346649966348	1.0823501916900105	1.0973019185336115	0.2525337551263142	0.8260826532986798	426.0
lratd1	31	24	0.05628476084538376	0.023850501101160687	0.15993245985556165	7.256728674947744	24	True		0.6914060282015906	0.7375376542762195	1.0232164237495078	1.0780600986782494	0.16321681409094305	0.8241301864207575	427.0
tdgf1	38	25	0.039021134593993326	0.023791406451205258	0.14390524149161127	16.44740425261326	25	True		0.714284664631303	0.6760984363830055	0.9885715223172108	1.0088772193368052	0.22234079294842482	0.8239994077056662	428.0
perp	46	22	0.0475194660734149	0.03920151479204094	0.23526196673031557	44.78120344875855	22	True		0.7147410044651843	0.7001205231166078	0.9677742715649639	1.0837393095429286	0.17935108179494966	0.8159543113050962	429.0
tbx3b	30	25	0.033815350389321465	0.020813953547528127	0.1217208290718361	13.1712026990605	25	True		0.6904890180264974	0.6876493274348076	0.9684682232613099	1.0012021928144195	0.1504581987532259	0.8016807001204225	430.0
sp8b	68	52	0.13610678531701892	0.02724855412588437	0.297480010908497	72.72028795619242	52	True		0.5276731669445343	0.5799446367568138	1.1906159419266995	1.209089610939544	0.2559818996964215	0.7928502769374004	431.0
znf576.2	47	30	0.18020022246941045	0.04805399815383942	0.16167113189142668	10.29490966948722	30	True		0.6940174934024763	0.6689791496651929	0.9289674916371761	0.9800491739673756	0.17522239626811908	0.7879974926963562	432.0
tpx2	50	37	0.1450055617352614	0.03795395949323652	0.17932844365247888	9.583637155591136	37	True		0.6061525452091303	0.642115594888742	1.0598864660419836	1.2600877830846988	0.18869392016543	0.7876461135422717	433.0
klf7a	31	31	0.029988876529477196	0.019325113764825194	0.1413018892039969	14.476702848009271	31	True		0.5287858198871188	0.6217821228201985	1.1549997774134046	1.255790878614765	0.23362049724922004	0.7792714028976331	434.0
rbm7	43	18	0.10905450500556174	0.04016041247697761	0.14789740941027937	9.55759867205478	18	True		0.5937850963442546	0.6511400033650067	1.055119251800401	1.4081338247140112	0.2402262819113958	0.7783187585267131	435.0
rhov	68	56	0.020200222469410455	0.011287688586657832	0.11551746052339651	6.831442830149014	56	True		0.6184071442276953	0.628787161080101	1.0174533605841303	1.0624904132600286	0.1930857419358236	0.7780256307702693	436.0
tagln2	47	35	0.05561735261401557	0.018022017214295596	0.23763639816049162	38.98652639204655	35	True		0.6446771322084123	0.6307334949832892	0.958170998632707	1.020520543411322	0.19990405399664785	0.7700746787781302	437.0
lgals3b	73	34	0.058153503893214685	0.01811721303896415	0.15769790402626543	13.132985839883867	34	True		0.6131695238597417	0.6242346938973738	1.0038639451444518	1.0784024987919814	0.20184343327162826	0.7694472923736257	438.0
six4b	70	54	0.05370411568409344	0.014612766676553353	0.235681463953226	31.365583901513684	54	True		0.5286131381049304	0.5516711147719242	1.122852130037593	1.176347200531856	0.21574845393128403	0.7663087348779956	439.0
drll.2	35	26	0.022380422691879866	0.027837003245001723	0.13545612875613713	19.49692074482204	26	True		0.6397182231269423	0.6364321755587367	0.9330689180627144	0.984304780491504	0.1797588521879237	0.7570585011012512	440.0
kirrel3l	77	69	0.07635150166852057	0.024790954159865753	0.2690500625009409	69.67593457148897	69	True		0.5204902618172689	0.5609777168674291	1.0933794942268766	1.142859568168124	0.2010734353511141	0.749645954781112	441.0
her11	39	30	0.017619577308120134	0.003984222436016044	0.08424113023015785	5.307824435682573	30	True		0.6998645182062664	0.662473715268164	0.8216065219426697	0.8686224701951689	0.11819897892605534	0.7485613197008277	442.0
flrt3	103	77	0.1347274749721913	0.04533499727845499	0.3039939718331421	88.56966236344093	77	True		0.5361525464364297	0.5678923288636024	1.0641597185748954	1.1329537695068277	0.2354617728183057	0.747355415291816	443.0
etv5a	68	50	0.08436040044493882	0.06322892789349165	0.2655189316810945	63.552930688189456	50	True		0.5335838264845201	0.5894860242904771	1.0377865076699606	1.1163501175422996	0.24855763714195475	0.7352648989586963	444.0
zgc:174154	14	14	0.009699666295884316	0.009749752278172055	0.47692066495252244	31.81744092933181	14	True		0.599589545376116	0.6112846067842289	0.9139819035695984	1.1859751610181566	0.2206278379549627	0.7253464886535089	445.0
her3	29	24	0.06941045606229143	0.01008745908295048	0.09998665923125123	7.3861986601374	24	True		0.6020157835652614	0.6438745971815624	0.9002405730064903	0.9076542497565326	0.14338765438929718	0.721305699341753	446.0
efnb2a	98	61	0.13957730812013347	0.036536282211526085	0.2805916560515475	25.659767411230387	61	True		0.5245354110525422	0.5393313412699541	0.985795903087078	1.0995561290069424	0.19881164216952177	0.7090396078663566	447.0
gata5	64	60	0.03288097886540601	0.013235892680249566	0.28258774434281203	47.1223877884033	60	True		0.5384361595177396	0.5446248237234561	0.9603650596844503	0.9746039838145708	0.21844894325489084	0.707207719584424	448.0
chst11	42	32	0.019132369299221356	0.012298225121935598	0.11340891206392853	12.436557716876429	32	True		0.6458149973060305	0.6430150362498488	0.7926089411957559	0.8193418825230324	0.09722936191844252	0.7045325748619207	449.0
foxb1a	54	47	0.10874304783092324	0.022717190158170572	0.30857093182451795	31.852244872990873	47	True		0.54727945949792	0.5549187895235521	0.9119948241991093	0.9475588460249699	0.20083190259983555	0.6931656053783957	450.0
erf	91	55	0.17904338153503893	0.07450944601682327	0.20563390701530332	19.525217286959087	55	True		0.511114470587361	0.549478075902647	0.9541169033169453	0.9605702131820344	0.21150532127345575	0.6883154436791947	451.0
tp63	62	49	0.04600667408231368	0.01865505080827643	0.29400636558087767	81.1350809154696	49	True		0.45945689450982885	0.5004792117266845	1.0185542413167974	1.2149181120808055	0.19378531376362246	0.6830958332326162	452.0
grhl1	76	49	0.030834260289210234	0.012703603338676166	0.22341039892347475	57.86717096326407	49	True		0.5168951884854934	0.5404564792803712	0.9047610349295571	0.9547838768338901	0.16972206038284274	0.6720415270631188	453.0
gata3	87	60	0.048898776418242494	0.010380519433629453	0.1434836303404564	18.925040523766942	60	True		0.45312279127734234	0.4939477875983838	0.9500195034575111	1.0610865465295265	0.1688697844710257	0.6518814761494098	454.0
tfap2c	57	47	0.142825361512792	0.024359983756866373	0.24538143080720148	105.30260946966037	47	True		0.5037907112539179	0.5365640585741108	0.858923058243052	0.9416294710204185	0.17378569935402646	0.6458436500495717	455.0
foxi1	36	31	0.010723025583982202	0.011265376812339113	0.2571929143215847	29.44932325783264	31	True		0.4188354712112523	0.5301911339915023	0.9763493763243373	1.0501426070949003	0.22421036095909327	0.6418410332564863	456.0
rpl4	44	29	0.23919911012235817	0.0714354212423949	0.23836030770565686	14.787094941689192	29	True		0.48640395494237537	0.5095246378928354	0.8090699067208584	0.8580871493980233	0.16724147032917694	0.6154703356537685	457.0
bmp2b	41	32	0.04907675194660734	0.02513988306798424	0.23382995529738076	37.280332835588574	32	True		0.4880235504251067	0.4781632365871439	0.7499928075391974	0.8044297874231889	0.16685427622657512	0.592811253270743	458.0
blf	34	14	0.00026696329254727476	0.003515563967012165	0.14143911573429271	5.299987465032545	0	False								
ddx4	24	17	0.0	0.0019165698797804624	0.3870439730911325	0.0	0	False								
elavl3	54	50	0.00040044493882091214	0.013934129013696837	0.4107326051073842	260.03269305187115	0	False								
gfi1aa	40	33	0.0003559510567296997	0.010693337474788416	0.44997950271987425	48.59065409356434	0	False								
nanos3	39	20	0.0	0.0014785787391135405	0.2982777350829999	0.0	0	False								
sebox	48	25	0.0	0.0020464127557226976	0.12928651972502983	0.0	0	False								
si:dkey-108k21.21	48	28	0.0	0.003626887967419982	0.13399287828006676	0.0	0	False								
si:dkey-68o6.5	26	20	0.00040044493882091214	0.004307733896459479	0.1780359626882878	3.2637488382318267	0	False								
snrpd3	38	12	0.0	0.0020272316178489846	0.09101480469925542	0.0	0	False								
sox32	34	27	0.0	0.004063908122021198	0.3349284533843249	0.0	0	False								
srrm4	31	25	0.0	0.0160307004529392	0.2174108797977566	0.0	0	False								
tbr1b	33	25	0.0	0.0018980268721421124	0.11254893566317932	0.0	0	False								
twist1a	67	52	0.0	0.0030901856482959482	0.16312195234104704	0.0	0	False								
