gene	n_enhancers	n_core	n_regional_candidates	n_unsupported	n_supported_domains	regional_evidence_topk_sum	domain_diversity	complexity_score	screen_rank
her2	20	0	0	20	0	0.0	0.0	0.0	356
vsx2	20	0	0	20	0	0.0	0.0	0.0	357
ypel3	20	0	0	20	0	0.0	0.0	0.0	358
mns1	20	0	0	20	0	0.0	0.0	0.0	359
dnmt3bb.2	19	0	0	19	0	0.0	0.0	0.0	360
rpl31	20	0	0	20	0	0.0	0.0	0.0	361
cldnd	20	0	0	20	0	0.0	0.0	0.0	362
rbm4.3	19	0	0	19	0	0.0	0.0	0.0	363
dynll1	20	0	0	20	0	0.0	0.0	0.0	364
PCDH8	20	0	0	20	0	0.0	0.0	0.0	365
mibp2	20	0	0	20	0	0.0	0.0	0.0	366
zgc:113372	20	0	0	20	0	0.0	0.0	0.0	367
drll.3	16	0	0	16	0	0.0	0.0	0.0	368
dlgap5	20	0	0	20	0	0.0	0.0	0.0	369
uhrf1	20	0	0	20	0	0.0	0.0	0.0	370
