cell	x	y	z	x_standardized	y_standardized	z_standardized	domain
E1_247.0	765.9729657075002	-1164.0500545757093	0.0026774378315828	0.0634472240969731	-1.2509354982005667	-1.431307326763101	0
E1_248.0	757.6999935023575	-1173.2865471250298	18.3152798116622	-0.01254923597369353	-1.2710597750752384	-1.196613831812959	0
E1_250.0	753.0839299965721	-1205.2931084750512	16.468468111933507	-0.0549529183749247	-1.3407950018374124	-1.2202824881555188	0
E1_251.0	739.1414364490843	-1206.075172479802	19.030365430791825	-0.1830302438986985	-1.3424989465416688	-1.1874493264239299	0
E1_253.0	735.9845700266345	-1216.5946339777315	-22.635210022611076	-0.21202957655365381	-1.3654185293406995	-1.7214334823974142	0
E1_254.0	779.8505461017348	-1237.306684437998	-6.4669466386421925	0.19092825003978117	-1.4105455118915853	-1.5142217402650853	0
E1_255.0	747.2593478872518	-1229.626926061619	-1.1179087420909508	-0.1084581896030961	-1.3938130148889003	-1.4456687092466016	0
E1_256.0	792.5496816666492	-1253.5407630535892	16.650710921692873	0.3075839482531851	-1.4459159830007053	-1.217946872436964	0
E1_257.0	788.614943298432	-1261.3057836552127	-12.158813326795888	0.27143899576526753	-1.4628342475573197	-1.5871684497803888	0
E1_258.0	790.2396290456136	-1273.4727941911265	-1.9681690657850284	0.2863635431288278	-1.4893434757577786	-1.4565656076180953	0
E1_259.0	762.1875675752505	-1264.6477381656732	12.759549007653975	0.02867412793810213	-1.4701156281800987	-1.267815829911174	0
E1_260.0	765.581805348499	-1271.1078330248924	0.13959694996826277	0.059853980717576166	-1.4841907478090464	-1.4295525724046407	0
E1_261.0	777.0829165707493	-1282.2498181953729	-8.59572893695287	0.16550449157348324	-1.5084666721717774	-1.5415041192180892	0
E1_262.0	714.5573894870497	-1260.0009354838112	-7.795353819184743	-0.4088620848620078	-1.4599912716397323	-1.5312465474199615	0
E1_263.0	713.2262433691046	-1265.391221684667	10.936347637236182	-0.4210901439310026	-1.4717355145285251	-1.2911818973267322	0
E1_264.0	761.1127285565259	-1291.9567036900964	41.05971896202313	0.018800534924200897	-1.5296158313621806	-0.9051221144747833	0
E1_266.0	727.444389447947	-1280.2639508176985	40.843494498117956	-0.29048064302055987	-1.504139905844484	-0.9078932375566751	0
E1_268.0	762.1100525799947	-1308.0913302709973	8.12104133894579	0.027962066408610566	-1.5647696184571935	-1.3272627372321042	0
E1_269.0	776.7295530148056	-1314.8926054672283	9.1049443656785	0.16225845390965413	-1.57958809467194	-1.3146530799413463	0
E1_270.0	721.4577968840815	-1290.258676693537	8.446827118280986	-0.34547416064126896	-1.525916205639866	-1.3230874812200752	0
E1_271.0	746.3592193353481	-1309.4969860280949	27.02549452520813	-0.11672687247268083	-1.5678322318350808	-1.084984108677075	0
E1_272.0	727.9195661429343	-1299.0296677875615	12.640176065343748	-0.2861156160590685	-1.5450262576751936	-1.2693457082136321	0
