gene	n_links_raw	n_links_pass_filter	latent_mask_fraction	control_p99	mask_low_center	mask_high_center	note	n_enhancers_retained	median_difference_structure_score	mean_difference_structure_score	top3_mean_difference_structure_score	max_difference_structure_score	std_difference_structure_score	divergent_fraction_top10pct	gene_divergence_score	absolute_divergence_score	rank_eligible	global_divergent_threshold_top10pct	eligible_rank	absolute_rank	rank_eligible_maskgt2pct	absolute_rank_maskgt2pct
DSTN	37	0	0.0732152162584679	1.2608869111537937	0.0163032281901846	0.2841825493269908	raw links exist but all filtered out										False	0.8145272979243852			False	
DTD1	36	0	0.0079468473163105	1.520519433021544	0.0097144190047129	0.3344254635174604	raw links exist but all filtered out										False	0.8145272979243852			False	
DTD2	24	0	0.0	0.0	0.0009608317801668	0.3870222990545756	raw links exist but all filtered out										False	0.8145272979243852			False	
DTHD1	43	0	0.0	0.0	0.0001773450723337	0.5828866284635874	raw links exist but all filtered out										False	0.8145272979243852			False	
DTL	33	0	0.0	0.0	0.0003201062912228	0.4930276285505268	raw links exist but all filtered out										False	0.8145272979243852			False	
DTNA	68	0	0.0	0.0	0.0034824407337407	0.3248565284291869	raw links exist but all filtered out										False	0.8145272979243852			False	
DTNBP1	67	0	0.0	0.0	0.0041972013331952	0.3356344901676912	raw links exist but all filtered out										False	0.8145272979243852			False	
DTWD1	15	0	0.0	0.0	0.0012808012507858	0.4212979974738225	raw links exist but all filtered out										False	0.8145272979243852			False	
DTWD2	18	0	0.0	0.0	0.0001741813558383	0.466831148763388	raw links exist but all filtered out										False	0.8145272979243852			False	
DTX1	48	0	0.0	0.0	0.0016491812225414	0.3747634793603856	raw links exist but all filtered out										False	0.8145272979243852			False	
DTX2	29	0	0.0	0.0	0.0002190384940554	0.3889395313724835	raw links exist but all filtered out										False	0.8145272979243852			False	
DTX3	39	0	0.0002605523710265	0.7126848965883255	0.0036875331002534	0.3485363200808418	raw links exist but all filtered out										False	0.8145272979243852			False	
DTX3L	19	0	0.0	0.0	7.186807078070273e-05	0.4780992890057565	raw links exist but all filtered out										False	0.8145272979243852			False	
DTX4	27	0	0.000911933298593	0.792545119524002	0.0049334034791682	0.2567727499686462	raw links exist but all filtered out										False	0.8145272979243852			False	
DTYMK	33	0	0.0	0.0	0.0038318678016989	0.3654846770531455	raw links exist but all filtered out										False	0.8145272979243852			False	
DUOX1	21	0	0.0	0.0	0.0009480266293396	0.4384151028122959	raw links exist but all filtered out										False	0.8145272979243852			False	
DUOX2	18	0	1.0	0.0	0.0	0.0	raw links exist but all filtered out										False	0.8145272979243852			False	
DUOXA1	19	0	1.0	0.0	0.0	0.0	raw links exist but all filtered out										False	0.8145272979243852			False	
DUOXA2	18	0	0.0	0.0	2.482767251115334e-05	0.7977827203041121	raw links exist but all filtered out										False	0.8145272979243852			False	
DUS2	47	0	0.0	0.0	0.0004597380165157	0.5086112586256327	raw links exist but all filtered out										False	0.8145272979243852			False	
DUS3L	28	0	0.0	0.0	0.0004601028493269	0.6770317305533073	raw links exist but all filtered out										False	0.8145272979243852			False	
DUS4L	27	0	0.0	0.0	0.0005149486307327	0.4444154217292052	raw links exist but all filtered out										False	0.8145272979243852			False	
DUSP1	46	0	0.0	0.0	0.0020469284433458	0.4018859891783648	raw links exist but all filtered out										False	0.8145272979243852			False	
DUSP12	21	0	0.0	0.0	0.002578312115489	0.4082693532239463	raw links exist but all filtered out										False	0.8145272979243852			False	
DUSP15	41	0	0.0	0.0	0.0009001072100015	0.4918554813557562	raw links exist but all filtered out										False	0.8145272979243852			False	
DUSP16	45	0	0.0	0.0	0.0008453700621086	0.4440706083775956	raw links exist but all filtered out										False	0.8145272979243852			False	
DUSP18	31	0	0.0	0.0	0.0019220517865757	0.3731675590561242	raw links exist but all filtered out										False	0.8145272979243852			False	
DUSP22	18	0	0.0	0.0	0.000493142959293	0.4525367539074046	raw links exist but all filtered out										False	0.8145272979243852			False	
DUSP23	33	0	0.0	0.0	0.0031053059548323	0.3814387759159007	raw links exist but all filtered out										False	0.8145272979243852			False	
DUSP26	29	0	0.003647733194372	1.207760212421417	0.005386247309857	0.4136138093143524	raw links exist but all filtered out										False	0.8145272979243852			False	
DUSP28	26	0	0.0	0.0	0.0007075695766449	0.3729606946333261	raw links exist but all filtered out										False	0.8145272979243852			False	
DUSP3	44	0	0.0	0.0	0.0010874162739976	0.2620258638147679	raw links exist but all filtered out										False	0.8145272979243852			False	
DUSP4	28	0	0.0	0.0	0.002632216167666	0.2859775988568864	raw links exist but all filtered out										False	0.8145272979243852			False	
DUSP5	33	0	0.0	0.0	0.0001070611519403	0.5056553559267816	raw links exist but all filtered out										False	0.8145272979243852			False	
DUSP7	38	0	0.0001302761855132	0.5126791596412659	0.000561401591826	0.4435643510150511	raw links exist but all filtered out										False	0.8145272979243852			False	
DUSP8	53	0	0.0010422094841063	0.7296224802732467	0.0051045655385337	0.2488372418880841	raw links exist but all filtered out										False	0.8145272979243852			False	
DUSP9	46	0	0.0	0.0	0.0002162646931987	0.5862273477403651	raw links exist but all filtered out										False	0.8145272979243852			False	
DUT	34	0	0.0066440854611776	1.186115723848343	0.0109585744904899	0.3903648101374003	raw links exist but all filtered out										False	0.8145272979243852			False	
DUXB	30	0	1.0	0.0	0.0	0.0	raw links exist but all filtered out										False	0.8145272979243852			False	
DVL2	55	0	0.0	0.0	0.0009708556041073	0.4179025013379784	raw links exist but all filtered out										False	0.8145272979243852			False	
DVL3	31	0	0.0	0.0	0.0021350364041964	0.3463788137261574	raw links exist but all filtered out										False	0.8145272979243852			False	
DXO	30	0	0.0	0.0	0.001062200281527	0.4499821984498267	raw links exist but all filtered out										False	0.8145272979243852			False	
DYDC1	35	0	0.0	0.0	8.525692018533158e-05	0.647584187782091	raw links exist but all filtered out										False	0.8145272979243852			False	
DYDC2	34	0	0.0	0.0	0.0006523757446237	0.3364632483048811	raw links exist but all filtered out										False	0.8145272979243852			False	
DYM	87	0	0.0006513809275664	0.6215116357803344	0.0038601325741479	0.3877856353025944	raw links exist but all filtered out										False	0.8145272979243852			False	
DYNC1H1	34	0	0.023970818134445	1.075677342414856	0.0121372339384016	0.259641551577236	raw links exist but all filtered out										False	0.8145272979243852			False	
DYNC1I1	58	0	0.0	0.0	0.002192695799675	0.450332316583571	raw links exist but all filtered out										False	0.8145272979243852			False	
DYNC1I2	26	0	0.004559666492965	0.8646758294105529	0.0086797195573658	0.3185929482825309	raw links exist but all filtered out										False	0.8145272979243852			False	
DYNC1LI1	31	0	0.0	0.0	0.0036627111613348	0.3462029537435419	raw links exist but all filtered out										False	0.8145272979243852			False	
DYNC1LI2	41	0	0.001823866597186	0.6231500387191772	0.0054766017485171	0.4020100793004136	raw links exist but all filtered out										False	0.8145272979243852			False	
DYNC2H1	35	0	0.0	0.0	0.0015495532289745	0.3527275453259905	raw links exist but all filtered out										False	0.8145272979243852			False	
DYNC2LI1	27	0	0.0	0.0	0.0011302159797638	0.3002981670457993	raw links exist but all filtered out										False	0.8145272979243852			False	
DYNLL1	47	0	0.5648775403856175	1.6869194793701172	0.0863087034660188	0.4253869832202944	raw links exist but all filtered out										False	0.8145272979243852			False	
DYNLL2	44	0	0.0269671704012506	1.3033191108703583	0.0106737417905958	0.2749988618171974	raw links exist but all filtered out										False	0.8145272979243852			False	
DYNLRB1	24	0	0.0333507034914017	1.139881823062897	0.0166081248593294	0.3398485155215645	raw links exist but all filtered out										False	0.8145272979243852			False	
DYNLRB2	20	0	0.0	0.0	0.0001355206992547	0.4700086697641235	raw links exist but all filtered out										False	0.8145272979243852			False	
DYNLT3	8	0	0.0	0.0	0.0014578298242807	0.3883320037357339	raw links exist but all filtered out										False	0.8145272979243852			False	
DYRK1A	39	0	0.0	0.0	0.0025105737980845	0.3906961649674927	raw links exist but all filtered out										False	0.8145272979243852			False	
DYRK1B	11	0	0.0	0.0	0.0006573331877346	0.3876058602426482	raw links exist but all filtered out										False	0.8145272979243852			False	
DYRK2	28	0	0.0	0.0	0.0015866988693388	0.3865269883181555	raw links exist but all filtered out										False	0.8145272979243852			False	
DYRK3	39	0	0.0	0.0	0.0005633780488909	0.3956108425600884	raw links exist but all filtered out										False	0.8145272979243852			False	
DYRK4	34	0	0.0	0.0	0.0012764139528134	0.3674821221830013	raw links exist but all filtered out										False	0.8145272979243852			False	
DYTN	40	0	0.0	0.0	0.0	0.6326272035466162	raw links exist but all filtered out										False	0.8145272979243852			False	
DZANK1	22	0	0.0	0.0	0.0003878507079409	0.5006627377790221	raw links exist but all filtered out										False	0.8145272979243852			False	
DZIP1	21	0	0.0002605523710265	0.6902258184552192	0.0044745405257386	0.302421414822591	raw links exist but all filtered out										False	0.8145272979243852			False	
DZIP1L	23	0	0.0	0.0	5.436215627455346e-05	0.4017946927054527	raw links exist but all filtered out										False	0.8145272979243852			False	
DZIP3	32	0	0.0002605523710265	0.53380739569664	0.0026988468956493	0.4204386767161384	raw links exist but all filtered out										False	0.8145272979243852			False	
E2F1	32	0	0.0	0.0	0.0002759449953482	0.5465583674777007	raw links exist but all filtered out										False	0.8145272979243852			False	
E2F2	41	0	0.0	0.0	4.6606091198439216e-05	0.6197031030570836	raw links exist but all filtered out										False	0.8145272979243852			False	
E2F3	35	0	0.0	0.0	0.000779181997	0.448226860844477	raw links exist but all filtered out										False	0.8145272979243852			False	
E2F4	43	0	0.0	0.0	0.0010406474624015	0.4145239223514664	raw links exist but all filtered out										False	0.8145272979243852			False	
E2F5	26	0	0.0	0.0	0.0007456228900043	0.3595047046111896	raw links exist but all filtered out										False	0.8145272979243852			False	
E2F6	38	0	0.0	0.0	0.0006839420488996	0.4486799358925768	raw links exist but all filtered out										False	0.8145272979243852			False	
E2F7	38	0	0.0	0.0	0.0001888871717463	0.4364709832497623	raw links exist but all filtered out										False	0.8145272979243852			False	
E4F1	36	0	0.0	0.0	0.0011155015845046	0.3503042184565959	raw links exist but all filtered out										False	0.8145272979243852			False	
EAF1	28	0	0.0	0.0	0.001022469658171	0.4824429747386778	raw links exist but all filtered out										False	0.8145272979243852			False	
EAPP	15	0	0.0003908285565398	1.003300248980522	0.0050973966204541	0.3684471776622245	raw links exist but all filtered out										False	0.8145272979243852			False	
EARS2	36	0	0.0	0.0	0.0008559912936288	0.5267236387779499	raw links exist but all filtered out										False	0.8145272979243852			False	
EBAG9	30	0	0.0	0.0	0.0016942294928598	0.4706113899912194	raw links exist but all filtered out										False	0.8145272979243852			False	
EBF2	68	0	0.0003908285565398	0.4949126350879669	0.0012279265320062	0.4013909755108087	raw links exist but all filtered out										False	0.8145272979243852			False	
EBF4	36	0	0.0	0.0	0.0012357734831615	0.3613869642166162	raw links exist but all filtered out										False	0.8145272979243852			False	
EBI3	41	0	0.0	0.0	0.0	0.7398168101573388	raw links exist but all filtered out										False	0.8145272979243852			False	
EBNA1BP2	32	0	0.0001302761855132	0.5173154473304749	0.004501675208088	0.4228871114601936	raw links exist but all filtered out										False	0.8145272979243852			False	
EBP	20	0	0.0	0.0	0.0016841927726656	0.3542797231472431	raw links exist but all filtered out										False	0.8145272979243852			False	
EBPL	20	0	0.0	0.0	0.0028778377115335	0.3639826415482929	raw links exist but all filtered out										False	0.8145272979243852			False	
ECD	13	0	0.0	0.0	0.0005654065973605	0.3718438478451671	raw links exist but all filtered out										False	0.8145272979243852			False	
ECE1	53	0	0.0	0.0	0.0012073666605369	0.4258973646513645	raw links exist but all filtered out										False	0.8145272979243852			False	
ECEL1	51	2	0.0006513809275664	0.6843141913414001	0.0016871926892905	0.4589843924698111		2.0	0.9786041352145676	0.9786041352145676	0.9786041352145676	1.3036153256386016	0.3250111904240341	0.5	0.8110926878894689	0.9786041352145676	False	0.8145272979243852			False	
ECH1	43	0	0.0	0.0	0.0060959792549768	0.329245572578299	raw links exist but all filtered out										False	0.8145272979243852			False	
ECHDC1	12	0	0.0	0.0	0.0025964552478803	0.383292645486373	raw links exist but all filtered out										False	0.8145272979243852			False	
ECHDC3	36	0	0.0	0.0	0.0002080718305895	0.5426560539789101	raw links exist but all filtered out										False	0.8145272979243852			False	
ECHS1	30	0	0.000911933298593	1.069027545452118	0.0058334236361098	0.3371221027379271	raw links exist but all filtered out										False	0.8145272979243852			False	
ECI1	39	0	0.0	0.0	0.0029890869302654	0.325435919122222	raw links exist but all filtered out										False	0.8145272979243852			False	
ECI2	32	0	0.0007816571130797	0.6183944129943848	0.0024518179681798	0.3894460448038671	raw links exist but all filtered out										False	0.8145272979243852			False	
ECM1	36	0	0.0	0.0	0.0005748647633398	0.484956026411408	raw links exist but all filtered out										False	0.8145272979243852			False	
ECM2	17	0	0.0	0.0	0.0003527702175486	0.7214061179509138	raw links exist but all filtered out										False	0.8145272979243852			False	
ECPAS	22	0	0.0	0.0	0.0023841561057214	0.367788812480222	raw links exist but all filtered out										False	0.8145272979243852			False	
ECRG4	35	0	0.0	0.0	0.0012733299203166	0.410671990533568	raw links exist but all filtered out										False	0.8145272979243852			False	
ECSCR	33	0	0.0	0.0	0.0007649405720983	0.4804801660235235	raw links exist but all filtered out										False	0.8145272979243852			False	
ECSIT	41	0	0.0	0.0	0.0046216055594692	0.3599652805001609	raw links exist but all filtered out										False	0.8145272979243852			False	
ECT2	39	0	0.0	0.0	0.0002695709881026	0.4408517859347661	raw links exist but all filtered out										False	0.8145272979243852			False	
ECT2L	33	0	0.0	0.0	7.779399956058806e-05	0.5669345352874606	raw links exist but all filtered out										False	0.8145272979243852			False	
EDA	27	0	0.0	0.0	0.000311646563619	0.5106120787965467	raw links exist but all filtered out										False	0.8145272979243852			False	
EDA2R	3	0	0.0	0.0	7.574403961413901e-05	0.8212974445986281	raw links exist but all filtered out										False	0.8145272979243852			False	
EDAR	57	0	0.0	0.0	0.0	0.6989755117062691	raw links exist but all filtered out										False	0.8145272979243852			False	
EDARADD	34	0	0.0	0.0	0.0005067883747073	0.4749852595497067	raw links exist but all filtered out										False	0.8145272979243852			False	
EDC3	44	0	0.0	0.0	0.0017865344808168	0.4310027875372798	raw links exist but all filtered out										False	0.8145272979243852			False	
EDC4	35	0	0.0	0.0	0.001571134505351	0.3496451614226979	raw links exist but all filtered out										False	0.8145272979243852			False	
EDDM13	24	0	0.0	0.0	0.0002811575748839	0.6738452508586081	raw links exist but all filtered out										False	0.8145272979243852			False	
EDEM1	45	0	0.0	0.0	0.0004262770385525	0.4602810107993532	raw links exist but all filtered out										False	0.8145272979243852			False	
EDEM2	22	0	0.0	0.0	0.0004560056637859	0.4448164087288822	raw links exist but all filtered out										False	0.8145272979243852			False	
EDF1	45	0	0.2359301719645648	1.5234275043010703	0.031347511515844	0.2976240205001494	raw links exist but all filtered out										False	0.8145272979243852			False	
EDIL3	42	0	0.0013027618551328	0.7357060170173645	0.0045705188267785	0.3452990613683223	raw links exist but all filtered out										False	0.8145272979243852			False	
EDN1	26	0	0.0	0.0	0.0001233523743636	0.3725753718306419	raw links exist but all filtered out										False	0.8145272979243852			False	
EDN3	56	0	0.0	0.0	4.8457021447515226e-05	0.6740151124439994	raw links exist but all filtered out										False	0.8145272979243852			False	
EDNRA	16	0	0.0	0.0	0.0004307633759902	0.4597858084759676	raw links exist but all filtered out										False	0.8145272979243852			False	
EDRF1	31	0	0.0	0.0	0.0004306133106138	0.4408378749219881	raw links exist but all filtered out										False	0.8145272979243852			False	
EEA1	40	0	0.0001302761855132	0.5126791596412659	0.000720225490379	0.2478265959075089	raw links exist but all filtered out										False	0.8145272979243852			False	
EEF1A2	58	0	0.0001302761855132	0.6931471824645996	0.0038488272661455	0.3940379433078215	raw links exist but all filtered out										False	0.8145272979243852			False	
EEF1AKMT1	24	0	0.0	0.0	0.0011272431040295	0.3432940350661083	raw links exist but all filtered out										False	0.8145272979243852			False	
EEF1AKMT2	61	0	0.0	0.0	0.0015034613879609	0.4338537103732107	raw links exist but all filtered out										False	0.8145272979243852			False	
EEF1AKMT3	43	0	0.0	0.0	5.036735977397069e-05	0.7649199125935032	raw links exist but all filtered out										False	0.8145272979243852			False	
EEF1AKMT4	45	0	0.0	0.0	0.0002299052357162	0.4935253676169046	raw links exist but all filtered out										False	0.8145272979243852			False	
EEF1D	46	0	0.0048202188639916	1.2792213797569274	0.0083483697005208	0.3490086553129022	raw links exist but all filtered out										False	0.8145272979243852			False	
EEF1E1	33	0	0.0001302761855132	0.4459282159805298	0.0055977376645262	0.3342689379008138	raw links exist but all filtered out										False	0.8145272979243852			False	
EEF1G	51	0	0.7447889525794684	1.737848407030106	0.1152007783986357	0.4466787233239909	raw links exist but all filtered out										False	0.8145272979243852			False	
EEF2	42	0	0.5166753517457009	1.460778932571411	0.0682249380810314	0.4103988221614332	raw links exist but all filtered out										False	0.8145272979243852			False	
EEF2K	33	0	0.0	0.0	0.0008077332880938	0.4416180592543752	raw links exist but all filtered out										False	0.8145272979243852			False	
EEF2KMT	35	0	0.0	0.0	0.0003133357993056	0.6006195099818381	raw links exist but all filtered out										False	0.8145272979243852			False	
EEFSEC	64	0	0.0	0.0	0.0019455734583669	0.4459937814397494	raw links exist but all filtered out										False	0.8145272979243852			False	
EEPD1	49	0	0.0	0.0	0.0013191403239663	0.3670573893906779	raw links exist but all filtered out										False	0.8145272979243852			False	
EFCAB10	35	0	0.0	0.0	0.0001945218246829	0.6423581300785043	raw links exist but all filtered out										False	0.8145272979243852			False	
EFCAB11	49	0	0.0	0.0	0.0010182500245436	0.4797374853586681	raw links exist but all filtered out										False	0.8145272979243852			False	
EFCAB13	22	0	0.0	0.0	0.0001584502091346	0.6587085224425894	raw links exist but all filtered out										False	0.8145272979243852			False	
EFCAB14	40	0	0.0	0.0	0.0007243159548887	0.3946921133429859	raw links exist but all filtered out										False	0.8145272979243852			False	
EFCAB2	50	0	0.0005211047420531	0.8805916696786881	0.0024272002598348	0.4613154396033437	raw links exist but all filtered out										False	0.8145272979243852			False	
EFCAB3	12	0	0.0	0.0	6.989704490872379e-05	0.7322237450189749	raw links exist but all filtered out										False	0.8145272979243852			False	
EFCAB5	33	0	0.0002605523710265	0.6416380709409714	0.0004301231280757	0.4687987912082244	raw links exist but all filtered out										False	0.8145272979243852			False	
EFCAB6	78	0	0.0	0.0	0.0001169590319838	0.752348890673712	raw links exist but all filtered out										False	0.8145272979243852			False	
EFCAB8	37	0	1.0	0.0	0.0	0.0	raw links exist but all filtered out										False	0.8145272979243852			False	
EFCAB9	46	0	0.0	0.0	3.448803887349213e-05	0.9959836812046626	raw links exist but all filtered out										False	0.8145272979243852			False	
EFCC1	38	0	0.0	0.0	0.0006801930041553	0.4953349234652846	raw links exist but all filtered out										False	0.8145272979243852			False	
EFEMP1	34	0	0.0	0.0	0.0004762183197415	0.3465274170607364	raw links exist but all filtered out										False	0.8145272979243852			False	
EFEMP2	33	0	0.0	0.0	0.0018165083086274	0.3286201999686699	raw links exist but all filtered out										False	0.8145272979243852			False	
EFHB	25	0	0.0	0.0	4.0949434894176136e-05	0.713259410320733	raw links exist but all filtered out										False	0.8145272979243852			False	
EFHC1	60	0	0.0	0.0	0.0009440935236107	0.39377771243124	raw links exist but all filtered out										False	0.8145272979243852			False	
EFHC2	24	0	0.0	0.0	0.0001983370136778	0.617116127200088	raw links exist but all filtered out										False	0.8145272979243852			False	
EFHD1	44	0	0.0	0.0	0.0007496010408619	0.4189842591582929	raw links exist but all filtered out										False	0.8145272979243852			False	
EFHD2	48	0	0.0	0.0	0.0018882150512976	0.3871088682693743	raw links exist but all filtered out										False	0.8145272979243852			False	
EFL1	29	0	0.0	0.0	0.0009642011199899	0.4587033634520129	raw links exist but all filtered out										False	0.8145272979243852			False	
EFNA1	63	0	0.0	0.0	0.0002470937689243	0.4078667176013426	raw links exist but all filtered out										False	0.8145272979243852			False	
EFNA2	63	0	0.0	0.0	0.0005852148699684	0.4436631468207483	raw links exist but all filtered out										False	0.8145272979243852			False	
EFNA3	65	0	0.0003908285565398	0.6289837872982025	0.0048648026283439	0.3368322595310267	raw links exist but all filtered out										False	0.8145272979243852			False	
EFNA4	63	0	0.0	0.0	0.0003798128974447	0.4479102339237973	raw links exist but all filtered out										False	0.8145272979243852			False	
EFNA5	72	0	0.0007816571130797	0.624363186955452	0.0012697835497103	0.4000513027840852	raw links exist but all filtered out										False	0.8145272979243852			False	
EFNB1	23	0	0.0	0.0	0.000917229099888	0.3704302105630879	raw links exist but all filtered out										False	0.8145272979243852			False	
EFNB2	41	0	0.0	0.0	0.0010648959060629	0.4214873108600445	raw links exist but all filtered out										False	0.8145272979243852			False	
EFR3A	39	0	0.0	0.0	0.0009836176145712	0.3998421727560551	raw links exist but all filtered out										False	0.8145272979243852			False	
EFR3B	57	0	0.0	0.0	0.0027792689899775	0.356563797856201	raw links exist but all filtered out										False	0.8145272979243852			False	
EFS	37	0	0.0	0.0	0.0015642791697463	0.4426950478352703	raw links exist but all filtered out										False	0.8145272979243852			False	
EFTUD2	59	0	0.0	0.0	0.0019100811660243	0.37992678120412	raw links exist but all filtered out										False	0.8145272979243852			False	
EGF	33	0	0.0	0.0	0.000124714126038	0.6043791536064164	raw links exist but all filtered out										False	0.8145272979243852			False	
EGFL6	25	0	0.0	0.0	0.0009122983341042	0.3780853007729141	raw links exist but all filtered out										False	0.8145272979243852			False	
EGFL7	69	0	0.0	0.0	0.0026442473912732	0.3945410323802105	raw links exist but all filtered out										False	0.8145272979243852			False	
EGFL8	37	0	0.0	0.0	0.0	0.8112420651504676	raw links exist but all filtered out										False	0.8145272979243852			False	
EGFLAM	48	0	0.0	0.0	0.0002175163196248	0.4187028659642229	raw links exist but all filtered out										False	0.8145272979243852			False	
EGFR	68	0	0.0	0.0	0.0008910810078822	0.3293964156254612	raw links exist but all filtered out										False	0.8145272979243852			False	
EGLN1	26	0	0.0	0.0	0.0038462782099089	0.4117559904188542	raw links exist but all filtered out										False	0.8145272979243852			False	
EGLN2	28	0	0.0	0.0	0.0017135247104649	0.4593433142648137	raw links exist but all filtered out										False	0.8145272979243852			False	
EGLN3	76	0	0.0	0.0	0.0005960255975774	0.4057136775503278	raw links exist but all filtered out										False	0.8145272979243852			False	
EGR1	34	0	0.0002605523710265	1.274705696105957	0.0009853545101983	0.3725277297619181	raw links exist but all filtered out										False	0.8145272979243852			False	
EGR2	16	0	0.0	0.0	7.924326882803416e-05	0.6263466410480254	raw links exist but all filtered out										False	0.8145272979243852			False	
EGR3	47	0	0.0	0.0	0.0001231393589037	0.7663450563696201	raw links exist but all filtered out										False	0.8145272979243852			False	
EHBP1	37	0	0.0	0.0	0.0033866529769973	0.3206640013983055	raw links exist but all filtered out										False	0.8145272979243852			False	
EHBP1L1	46	0	0.0	0.0	0.0018764014973137	0.3043808363595639	raw links exist but all filtered out										False	0.8145272979243852			False	
EHD1	50	0	0.0	0.0	0.0028946842447845	0.3789436794883003	raw links exist but all filtered out										False	0.8145272979243852			False	
EHD2	33	0	0.0	0.0	0.0002492059500243	0.3830214366152591	raw links exist but all filtered out										False	0.8145272979243852			False	
EHD3	42	0	0.0	0.0	0.001653849040032	0.4501267600668009	raw links exist but all filtered out										False	0.8145272979243852			False	
EHD4	40	0	0.0	0.0	0.0004307655865383	0.5444398738239039	raw links exist but all filtered out										False	0.8145272979243852			False	
EHF	26	0	1.0	0.0	0.0	0.0	raw links exist but all filtered out										False	0.8145272979243852			False	
EHHADH	52	0	0.0	0.0	0.0003319024168183	0.5867696242794436	raw links exist but all filtered out										False	0.8145272979243852			False	
EHMT1	52	0	0.0	0.0	0.0013269534883391	0.3485451498202103	raw links exist but all filtered out										False	0.8145272979243852			False	
EHMT2	29	0	0.0	0.0	0.0026726172412835	0.4187347005576842	raw links exist but all filtered out										False	0.8145272979243852			False	
EI24	29	0	0.0006513809275664	0.6033620452880859	0.0048286354718044	0.3241743205468634	raw links exist but all filtered out										False	0.8145272979243852			False	
EID1	16	0	0.1289734236581552	1.4120129632949858	0.029354854830364	0.3437727780272241	raw links exist but all filtered out										False	0.8145272979243852			False	
EID2	29	0	0.0	0.0	0.0032138107309054	0.363721966884739	raw links exist but all filtered out										False	0.8145272979243852			False	
EID2B	29	0	0.0	0.0	0.0025154488574508	0.3137747912010837	raw links exist but all filtered out										False	0.8145272979243852			False	
EID3	22	0	0.0	0.0	0.0002295416769308	0.7294813979879995	raw links exist but all filtered out										False	0.8145272979243852			False	
EIF1	42	0	0.2131318394997394	1.4247356867790215	0.045639849881085	0.4149753884912205	raw links exist but all filtered out										False	0.8145272979243852			False	
EIF1AD	40	0	0.0	0.0	0.0008390874220358	0.4444118065850929	raw links exist but all filtered out										False	0.8145272979243852			False	
EIF1AX	18	0	0.0006513809275664	0.5571034705638885	0.008588278530711	0.37805626013671	raw links exist but all filtered out										False	0.8145272979243852			False	
EIF1AY	2	0	0.0	0.0	0.0021873265178697	0.404034403423739	raw links exist but all filtered out										False	0.8145272979243852			False	
EIF2A	22	0	0.0	0.0	0.0026049582967597	0.3795146221160391	raw links exist but all filtered out										False	0.8145272979243852			False	
EIF2AK2	19	0	0.0	0.0	0.0033956383229024	0.368364659948947	raw links exist but all filtered out										False	0.8145272979243852			False	
EIF2AK3	24	0	0.0	0.0	0.0006903679726491	0.4825974199063075	raw links exist but all filtered out										False	0.8145272979243852			False	
EIF2AK4	62	0	0.0	0.0	0.0018782047408619	0.3578062390949669	raw links exist but all filtered out										False	0.8145272979243852			False	
EIF2B1	26	0	0.0016935904116727	1.2761208724975586	0.0020985897268331	0.3979218846541645	raw links exist but all filtered out										False	0.8145272979243852			False	
EIF2B2	31	0	0.0	0.0	0.0016097880780789	0.4357760541629881	raw links exist but all filtered out										False	0.8145272979243852			False	
EIF2B3	44	0	0.0	0.0	0.0019489961966238	0.3854224684044448	raw links exist but all filtered out										False	0.8145272979243852			False	
EIF2B5	27	0	0.0	0.0	0.0022811733214756	0.4534736920994016	raw links exist but all filtered out										False	0.8145272979243852			False	
EIF2D	48	0	0.0	0.0	0.0005134167256697	0.6593202147923567	raw links exist but all filtered out										False	0.8145272979243852			False	
EIF2S1	35	0	0.0	0.0	0.0033334159474524	0.3178750857764199	raw links exist but all filtered out										False	0.8145272979243852			False	
EIF2S2	32	0	0.0037780093798853	1.0490855050086971	0.0081856372819406	0.3278402592936805	raw links exist but all filtered out										False	0.8145272979243852			False	
EIF2S3	15	0	0.0	0.0	0.0041921522619507	0.3124595145492738	raw links exist but all filtered out										False	0.8145272979243852			False	
EIF3A	42	0	0.0005211047420531	0.6828677493333816	0.0034344918816549	0.357209971191133	raw links exist but all filtered out										False	0.8145272979243852			False	
EIF3B	41	0	0.0001302761855132	0.7524785399436951	0.002457390993088	0.3703356698752436	raw links exist but all filtered out										False	0.8145272979243852			False	
EIF3C	18	0	0.0	0.0	5.451616156206223e-05	0.6283492423427182	raw links exist but all filtered out										False	0.8145272979243852			False	
EIF3CL	16	0	1.0	0.0	0.0	0.0	raw links exist but all filtered out										False	0.8145272979243852			False	
EIF3D	36	0	0.0003908285565398	0.9878613245487212	0.003848233573671	0.3660091758774023	raw links exist but all filtered out										False	0.8145272979243852			False	
EIF3E	34	0	0.0022146951537258	1.0075233685970306	0.0076153588511052	0.3369089345146387	raw links exist but all filtered out										False	0.8145272979243852			False	
EIF3F	33	0	0.0052110474205315	1.0123952674865722	0.0105152158054764	0.3793259394468256	raw links exist but all filtered out										False	0.8145272979243852			False	
EIF3G	30	0	0.000911933298593	0.8465057349205016	0.0063391895008835	0.3546322478847948	raw links exist but all filtered out										False	0.8145272979243852			False	
EIF3H	43	0	0.0102918186555497	0.8732204228639598	0.0092296222059989	0.363487438390439	raw links exist but all filtered out										False	0.8145272979243852			False	
EIF3J	13	0	0.0039082855653986	1.0223643493652343	0.0068171897669824	0.3542855010435231	raw links exist but all filtered out										False	0.8145272979243852			False	
