gene	n_links_raw	n_links_pass_filter	latent_mask_fraction	control_p99	mask_low_center	mask_high_center	note	n_enhancers_retained	median_difference_structure_score	mean_difference_structure_score	top3_mean_difference_structure_score	max_difference_structure_score	std_difference_structure_score	divergent_fraction_top10pct	gene_divergence_score	absolute_divergence_score	rank_eligible	global_divergent_threshold_top10pct	eligible_rank	absolute_rank	rank_eligible_maskgt2pct	absolute_rank_maskgt2pct
SLC27A1	43	0	0.0	0.0	0.0015442493727164	0.4528512513732569	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC27A2	34	0	0.0	0.0	0.0001695822948189	0.5984023401974516	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC27A4	51	0	0.0	0.0	0.0017940170179396	0.342342329547129	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC27A5	21	0	0.0007816571130797	1.3310755670070649	0.0026295036197505	0.3706283611335351	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC27A6	42	0	0.0	0.0	0.0005785692305391	0.6946653200979924	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC28A1	33	0	0.0	0.0	0.0	0.9894788722259238	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC28A2	33	0	1.0	0.0	0.0	0.0	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC28A3	37	0	0.0	0.0	0.0	0.8487292321697385	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC29A2	43	0	0.0	0.0	0.0009638076180108	0.4089492853698208	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC29A3	67	0	0.0	0.0	0.0002126562240863	0.4487446270276649	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC29A4	53	0	0.0	0.0	0.0012565750020432	0.4138144453270156	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC2A10	40	0	0.0	0.0	0.0003714791885871	0.4367457296718475	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC2A11	34	0	0.0	0.0	0.0019758328017764	0.4673804737078426	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC2A12	37	0	0.0	0.0	6.319252505161212e-05	0.6013075948039092	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC2A13	54	0	0.0	0.0	0.0020059748924257	0.4806995110317884	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC2A14	27	0	0.0	0.0	0.0001201963484312	0.5801523702371827	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC2A2	27	0	1.0	0.0	0.0	0.0	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC2A4	53	0	0.0	0.0	8.162253926375732e-05	0.7112625428966822	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC2A4RG	36	0	0.0	0.0	0.0022342702071484	0.4406126067859005	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC2A5	52	0	0.0	0.0	0.0001045768179851	0.6439503835650552	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC2A6	45	0	0.0	0.0	0.0016750123382031	0.47794171828472	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC2A7	54	0	1.0	0.0	0.0	0.0	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC2A8	35	0	0.0	0.0	0.0009403505875366	0.4669826955676398	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC2A9	50	0	0.0	0.0	0.0004552633178971	0.5732070421076471	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC30A1	32	0	0.0	0.0	0.0005819043614566	0.2972622282102474	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC30A3	25	0	0.0	0.0	0.0017341469960342	0.3917735944182732	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC30A4	31	0	0.0	0.0	0.0003543083752071	0.4732865947325949	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC30A5	23	0	0.0	0.0	0.0017086185057676	0.5131251658541292	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC30A6	14	0	0.0	0.0	0.0009059033577442	0.4727012011839406	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC30A8	66	0	0.0	0.0	8.623448101376667e-05	0.4504800935220875	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC30A9	25	0	0.0	0.0	0.0037452803195749	0.3796552269296435	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC31A1	21	0	0.0	0.0	0.0012742405177731	0.4134717740344848	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC31A2	13	0	0.0	0.0	0.0001764730410514	0.5230802806942579	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC32A1	43	0	0.0003908285565398	0.69301340341568	0.0053121437410001	0.3621259932343203	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC33A1	29	0	0.0	0.0	0.0004843440498241	0.3558794921581087	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC34A1	44	0	0.0	0.0	3.2745729968744e-05	1.0	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC34A2	43	0	0.0	0.0	2.243239995388899e-05	0.8840644767187175	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC34A3	47	0	1.0	0.0	0.0	0.0	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC35A1	15	0	0.0	0.0	0.0015765846130216	0.4563986033050964	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC35A2	27	0	0.0	0.0	0.0005482160690247	0.4085974927167599	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC35A3	13	0	0.0	0.0	0.001687871019905	0.4334606912604321	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC35A4	15	0	0.0001302761855132	0.5374431610107422	0.001116954931159	0.4423292827014207	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC35A5	22	0	0.0	0.0	0.0012253333579288	0.3655675922735318	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC35B1	44	0	0.0	0.0	0.0023457878830551	0.3405070474690158	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC35B4	40	0	0.0	0.0	0.0017033916187641	0.4078550432670902	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC35C1	52	0	0.0	0.0	0.0006910840049717	0.4343659345045276	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC35C2	66	0	0.0	0.0	0.0012827890053623	0.3227253426976596	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC35D1	27	0	0.0002605523710265	0.8799517863988876	0.0007359934437318	0.4844578421847062	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC35D2	37	0	0.0	0.0	0.0002667319477472	0.4684422745394737	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC35D3	26	0	0.0	0.0	6.005377185347536e-06	0.8708304995619853	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC35E1	34	0	0.0	0.0	0.0010699126670452	0.3933880651696834	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC35E2B	32	0	0.0	0.0	0.0007632779748615	0.4413619907442153	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC35E3	24	0	0.0	0.0	0.0017196067674323	0.4033127864421421	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC35E4	32	0	0.0005211047420531	0.6591493141651154	0.0015301461299135	0.406021138012594	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC35F1	75	0	0.0	0.0	0.0035569245474201	0.290398824081768	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC35F3	75	0	0.0	0.0	0.0010721808772674	0.450031220549503	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC35F4	85	0	0.0002605523710265	1.1365947353839874	0.0015864259701764	0.4082768177300778	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC35G1	45	0	0.0	0.0	0.0005765553494285	0.4930435632753976	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC35G3	19	0	1.0	0.0	0.0	0.0	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC35G4	28	0	1.0	0.0	0.0	0.0	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC35G5	35	0	1.0	0.0	0.0	0.0	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC35G6	43	0	1.0	0.0	0.0	0.0	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC36A1	36	0	0.0	0.0	0.0006103760919203	0.4715809313161519	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC36A2	32	0	0.0	0.0	0.0	0.7024221400860671	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC36A3	37	0	0.0	0.0	5.996195911414847e-05	1.0	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC36A4	29	0	0.0	0.0	0.0010008186832696	0.3199630424396205	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC37A1	70	0	0.0	0.0	0.0028318359740345	0.3589625407088514	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC37A2	52	0	0.0	0.0	0.000128118900044	0.4243469595642049	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC37A3	39	0	0.0	0.0	0.0012527571514478	0.3841496669187441	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC37A4	34	0	0.0	0.0	0.0008013717998831	0.4245430523171656	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC38A10	58	0	0.0	0.0	0.0024088456650081	0.3476038813309296	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC38A11	31	0	1.0	0.0	0.0	0.0	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC38A5	15	0	0.0005211047420531	0.5770044139027596	0.0012956014463738	0.4244379185880613	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC38A6	33	0	0.0	0.0	0.0004445933719501	0.4928030975846407	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC38A7	25	0	0.0	0.0	0.0009456875450093	0.4907477817814126	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC38A8	58	0	0.0	0.0	0.0	0.5998387403219942	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC38A9	27	0	0.0031266284523189	0.9892138290405272	0.0007022053602343	0.4872291711756338	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC39A1	23	0	0.0	0.0	0.0014120736702597	0.376672123057799	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC39A10	48	0	0.0001302761855132	0.5851445198059082	0.003573436876413	0.3316148659663013	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC39A12	22	0	0.0	0.0	3.59190588561077e-05	0.5218230479777746	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC39A13	40	0	0.0	0.0	0.0010402589959665	0.5156117176434346	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC39A14	34	0	0.0	0.0	0.0006655483853831	0.3027045017475114	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC39A3	38	0	0.0	0.0	0.0019403979275295	0.3505301119842595	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC39A4	46	0	0.0	0.0	0.0004490892079599	0.5610050314333523	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC39A5	31	0	0.0	0.0	0.0	0.5797635319238198	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC39A6	13	0	0.0	0.0	0.0041789964295123	0.3376811973033384	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC39A7	35	0	0.0	0.0	0.001809508799066	0.3470155998349393	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC39A8	28	0	0.0	0.0	0.0002124532875705	0.474468918320187	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC39A9	47	0	0.0	0.0	0.0012745298769668	0.4200966592825672	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC3A1	28	0	0.0	0.0	1.6364983902022794e-05	0.7772980926657153	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC3A2	53	0	0.0	0.0	0.0027444182790939	0.3605872341405264	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC40A1	12	0	0.0	0.0	0.0005182985459153	0.4639242565110175	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC41A2	61	0	0.0	0.0	0.0003865435978949	0.4482865717781832	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC43A1	42	0	0.0	0.0	3.1295528666809424e-05	0.5228246373862091	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC43A2	47	0	0.0003908285565398	0.4370059013366699	0.0025750012837315	0.3192864245294269	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC43A3	46	0	0.0	0.0	0.0003439769694011	0.4712752066546816	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC44A1	45	0	0.0	0.0	0.0016138582933959	0.4369639336570989	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC44A2	46	0	0.0002605523710265	1.0710646212100985	0.0019287572415504	0.3378440752395322	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC44A3	46	0	0.0	0.0	0.0003282969989681	0.6425280491469105	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC44A4	31	0	0.0	0.0	1.3359787285337906e-18	0.7183671594542876	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC45A1	52	0	0.0	0.0	0.0012939865923943	0.3590943557059478	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC45A2	27	0	1.0	0.0	0.0	0.0	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC45A4	67	0	0.0	0.0	0.0003877562381023	0.423915250459402	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC46A1	29	0	0.0	0.0	0.0004787683283807	0.4084131994148068	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC46A2	17	0	0.0	0.0	2.671261181508736e-18	1.0	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC46A3	29	0	0.0	0.0	0.0001565496254627	0.7109620953104918	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC47A2	35	0	0.0	0.0	3.56989075778411e-05	0.623943593675501	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC49A3	44	0	0.0	0.0	8.391249444814999e-05	0.624383145835391	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC49A4	39	0	0.0	0.0	0.0004561613438107	0.4571031044207416	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC4A1	45	0	0.0	0.0	0.0001110921305109	0.5084731675192083	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC4A10	37	0	0.0	0.0	0.0013889575513473	0.4421826298183924	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC4A11	31	0	0.0	0.0	3.227964780385138e-05	0.7955976875713819	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC4A3	64	0	0.0	0.0	0.0025086827400534	0.3754682961344328	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC4A8	27	0	0.0	0.0	0.0016127544197155	0.3274301763613739	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC4A9	25	0	0.0	0.0	0.0001595391716825	0.4918675607243254	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC50A1	62	0	0.0	0.0	0.0004637366160556	0.4975854827873345	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC51B	29	0	0.0	0.0	4.594278471886753e-05	0.6036989631271649	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC52A1	35	0	0.0	0.0	0.0002101815614493	0.6864148659127713	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC52A2	48	0	0.0	0.0	0.0017534063668961	0.3763100788819167	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC52A3	45	0	0.0	0.0	0.0001018683636377	0.5446783999297884	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC5A1	38	0	0.0	0.0	6.413726132903817e-05	1.0	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC5A10	15	0	0.0	0.0	1.4879627181349587e-05	0.741416976374006	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC5A11	29	0	0.0	0.0	0.0003623345126917	0.6423852030435095	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC5A12	21	0	0.0	0.0	6.886212500441468e-05	0.7436309733095996	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC5A2	20	0	0.0	0.0	0.0007124270672418	0.4578085288799779	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC5A3	40	0	0.0	0.0	0.0022537897526486	0.5038707813134957	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC5A4	33	0	0.0	0.0	4.642185164946773e-05	0.7856501889494338	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC5A5	40	0	1.0	0.0	0.0	0.0	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC5A6	29	0	0.0	0.0	0.0022064538654137	0.4524368968498785	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC5A7	29	0	0.0	0.0	0.0007886158040666	0.3757237987921866	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC5A8	25	0	0.0	0.0	7.480821747940443e-05	0.5857539103964787	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC66A2	40	0	0.0	0.0	0.0030274017853481	0.4014739010095023	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC66A3	37	0	0.0	0.0	0.000222704645839	0.4678548711673441	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC6A1	66	0	0.0005211047420531	0.6891043889522552	0.0045780596234932	0.3687255543318448	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC6A12	47	0	0.0	0.0	9.680295724051596e-05	0.5395379894994611	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC6A13	47	0	0.0	0.0	0.0003537864946901	0.6713926933529857	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC6A15	20	0	0.0	0.0	0.0008996694704425	0.2992421657265605	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC6A16	50	0	0.0	0.0	0.0002479331783906	0.4723083593619643	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC6A17	55	0	0.0	0.0	0.0009725005525269	0.4467997466513255	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC6A18	41	0	1.0	0.0	0.0	0.0	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC6A19	35	0	1.0	0.0	0.0	0.0	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC6A2	20	0	0.0	0.0	2.4685520764611995e-06	0.6900746379254625	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC6A20	34	0	0.0	0.0	0.0	0.6433223180743279	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC6A3	45	0	0.0	0.0	0.0	0.9841833428982644	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC6A4	24	0	0.0	0.0	1.625451166502657e-05	0.7570892510654454	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC6A6	66	0	0.0	0.0	0.000358395651146	0.4059953167152274	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC6A7	56	0	0.0001302761855132	0.53457111120224	0.0004500533242822	0.3657273311427433	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC6A8	41	0	0.0	0.0	0.0013363658556738	0.437241153384471	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC6A9	36	0	0.0	0.0	0.0015397607964466	0.4878262547026866	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC7A1	54	0	0.0	0.0	0.0014451632530081	0.3972215106835136	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC7A10	43	0	0.0	0.0	0.0006438285574744	0.5136687444325717	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC7A11	43	0	0.0	0.0	0.0004515872174639	0.3747588381084119	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC7A13	23	0	1.0	0.0	0.0	0.0	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC7A2	38	0	0.0	0.0	7.691459955682262e-05	0.7160081978789008	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC7A3	8	0	0.0	0.0	0.0002256002428516	0.6190703343220786	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC7A4	25	0	0.0	0.0	0.000529651722601	0.5217811421043311	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC7A5	56	0	0.0	0.0	0.0028864643798798	0.4015465998594127	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC7A6	43	0	0.0	0.0	0.0008778779655527	0.4495964381995854	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC7A6OS	42	0	0.0	0.0	0.0009737884877066	0.3487630334951047	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC7A7	36	0	0.0	0.0	0.0001932410996127	0.6309196467139581	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC7A8	41	0	0.0	0.0	0.0003453413298037	0.6849493565816354	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC8A2	51	0	0.0	0.0	0.0019106265829854	0.3928625538105165	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC8A3	60	0	0.0	0.0	0.0010332207326005	0.4093600381752695	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC8B1	53	0	0.0	0.0	0.0002667560580722	0.595214672861167	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC9A1	52	0	0.0	0.0	0.0005706241809515	0.3980297413826401	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC9A2	27	0	0.0	0.0	0.0001702021367763	0.6985775560134816	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC9A3	38	0	0.0	0.0	3.4302870968734524e-05	0.6778535791309372	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC9A5	57	0	0.0	0.0	0.0002688720881411	0.4554747628818344	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC9A6	21	0	0.0	0.0	0.0033546192684067	0.3558830958798392	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC9A7	27	0	0.0	0.0	0.0023159276135318	0.458047440002948	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC9A8	44	0	0.0	0.0	0.0008681129171601	0.4835745018558594	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC9A9	94	0	0.0	0.0	0.0006459355010637	0.5139315991932988	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC9B1	23	0	0.0	0.0	0.0002887937970456	0.272349262092803	raw links exist but all filtered out										False	0.8145272979243852			False	
SLC9B2	17	0	0.0	0.0	0.0011330444431258	0.4378217223472375	raw links exist but all filtered out										False	0.8145272979243852			False	
SLCO1A2	13	0	0.0	0.0	8.12584241932016e-05	0.6640932737761633	raw links exist but all filtered out										False	0.8145272979243852			False	
SLCO1B1	6	0	1.0	0.0	0.0	0.0	raw links exist but all filtered out										False	0.8145272979243852			False	
SLCO2A1	35	0	0.0	0.0	0.0006171477670045	0.5258361731440239	raw links exist but all filtered out										False	0.8145272979243852			False	
SLCO2B1	49	0	0.0	0.0	0.0006068730731328	0.4931960606423837	raw links exist but all filtered out										False	0.8145272979243852			False	
SLCO3A1	97	0	0.0	0.0	0.0015416896214561	0.4555583362897096	raw links exist but all filtered out										False	0.8145272979243852			False	
SLCO4A1	73	0	0.0	0.0	0.0004859448719056	0.5465553211364234	raw links exist but all filtered out										False	0.8145272979243852			False	
SLCO4C1	9	0	0.0	0.0	8.538624515648004e-05	0.8742788767469137	raw links exist but all filtered out										False	0.8145272979243852			False	
SLCO5A1	40	0	0.0	0.0	0.0012711116074621	0.4539024487907402	raw links exist but all filtered out										False	0.8145272979243852			False	
SLCO6A1	13	0	0.0	0.0	3.281065316781712e-05	1.0	raw links exist but all filtered out										False	0.8145272979243852			False	
SLF1	30	0	0.0	0.0	0.0006762804015422	0.3648133244642413	raw links exist but all filtered out										False	0.8145272979243852			False	
SLF2	64	0	0.0001302761855132	1.0611717700958252	0.0022642798099956	0.4202878043072081	raw links exist but all filtered out										False	0.8145272979243852			False	
SLFN13	16	0	1.0	0.0	0.0	0.0	raw links exist but all filtered out										False	0.8145272979243852			False	
SLFN14	22	0	0.0	0.0	0.0	0.6883704899666965	raw links exist but all filtered out										False	0.8145272979243852			False	
SLFN5	17	0	0.0	0.0	0.0005435295518631	0.4263607737060315	raw links exist but all filtered out										False	0.8145272979243852			False	
SLFNL1	31	0	0.0	0.0	0.0002232143452475	0.3973085571566532	raw links exist but all filtered out										False	0.8145272979243852			False	
SLIRP	37	0	0.085461177696717	1.3862943649291992	0.0269609971416366	0.3916076566747689	raw links exist but all filtered out										False	0.8145272979243852			False	
SLIT1	87	0	0.01902032308494	1.314111889600753	0.0104434527020031	0.3671079251689913	raw links exist but all filtered out										False	0.8145272979243852			False	
SLIT2	63	0	0.0	0.0	0.0031589540920562	0.3600862738443002	raw links exist but all filtered out										False	0.8145272979243852			False	
SLITRK1	21	0	0.0	0.0	0.0020589315025098	0.4665620220155091	raw links exist but all filtered out										False	0.8145272979243852			False	
SLITRK2	15	0	0.0006513809275664	0.8074852621555328	0.001999292754712	0.3622498579958095	raw links exist but all filtered out										False	0.8145272979243852			False	
SLITRK3	12	0	0.0	0.0	0.0012393666666053	0.4298629362983678	raw links exist but all filtered out										False	0.8145272979243852			False	
SLITRK4	5	0	0.0	0.0	0.0017477737784885	0.3697036920722455	raw links exist but all filtered out										False	0.8145272979243852			False	
SLITRK5	21	0	0.0005211047420531	1.0513844692707062	0.0022044316079338	0.4568049357417411	raw links exist but all filtered out										False	0.8145272979243852			False	
SLITRK6	13	0	0.0	0.0	0.0001561596158307	0.4123609588482099	raw links exist but all filtered out										False	0.8145272979243852			False	
SLK	50	0	0.0	0.0	0.0009718237584264	0.492088910931026	raw links exist but all filtered out										False	0.8145272979243852			False	
SLN	39	0	0.0002605523710265	1.274705696105957	0.0031705010874637	0.3002835308387118	raw links exist but all filtered out										False	0.8145272979243852			False	
SLPI	21	0	0.0	0.0	2.084265200084705e-05	0.7521694249817412	raw links exist but all filtered out										False	0.8145272979243852			False	
SLTM	30	0	0.0	0.0	0.0018157405763075	0.2679056873020594	raw links exist but all filtered out										False	0.8145272979243852			False	
SLU7	45	0	0.0	0.0	0.0022066678212275	0.3726626843702159	raw links exist but all filtered out										False	0.8145272979243852			False	
SLX1A	18	0	1.0	0.0	0.0	0.0	raw links exist but all filtered out										False	0.8145272979243852			False	
SLX4IP	69	0	0.0001302761855132	0.5173154473304749	0.0009260941170672	0.4002089714991425	raw links exist but all filtered out										False	0.8145272979243852			False	
SMAD1	26	0	0.0010422094841063	1.0045087152719498	0.0020640156443233	0.4090392634199284	raw links exist but all filtered out										False	0.8145272979243852			False	
SMAD2	51	0	0.0002605523710265	1.1610240042209623	0.0022837745144197	0.3310779426160825	raw links exist but all filtered out										False	0.8145272979243852			False	
SMAD3	65	0	0.0	0.0	0.0005910302698087	0.3314647651745793	raw links exist but all filtered out										False	0.8145272979243852			False	
SMAD4	27	0	0.0	0.0	0.0014114800963215	0.3411982861158549	raw links exist but all filtered out										False	0.8145272979243852			False	
SMAD5	48	0	0.0	0.0	0.0019776798549238	0.4006797330541858	raw links exist but all filtered out										False	0.8145272979243852			False	
SMAD6	55	0	0.0	0.0	0.0002576409362679	0.265099403569591	raw links exist but all filtered out										False	0.8145272979243852			False	
SMAD7	53	0	0.0	0.0	0.0002568227087191	0.377191615590409	raw links exist but all filtered out										False	0.8145272979243852			False	
SMAD9	38	0	0.0007816571130797	0.624363186955452	0.0011261490360999	0.366797574944564	raw links exist but all filtered out										False	0.8145272979243852			False	
SMAGP	29	0	0.0	0.0	0.000495044248106	0.5849342606900751	raw links exist but all filtered out										False	0.8145272979243852			False	
SMAP1	37	0	0.0002605523710265	0.6126802524924279	0.0054169495239863	0.3071025712291209	raw links exist but all filtered out										False	0.8145272979243852			False	
SMARCA1	20	0	0.0003908285565398	0.9878613245487212	0.0027615932086575	0.4002073979312596	raw links exist but all filtered out										False	0.8145272979243852			False	
SMARCA2	71	0	0.0	0.0	0.003771859867356	0.3501897091764889	raw links exist but all filtered out										False	0.8145272979243852			False	
SMARCA4	40	0	0.0014330380406461	0.995677683353424	0.0066629367740309	0.3009513899600046	raw links exist but all filtered out										False	0.8145272979243852			False	
